CustomerID,Age,Gender,Location,DeviceType,TrafficSource,PagesViewed,TimeOnSite,ProductsViewed,CartItems,PreviousPurchases,AverageOrderValue,DiscountUsed,EmailClicked,AdClicked,ReviewScoreViewed,DaysSinceLastVisit,SessionCount,Purchase
874,27,Female,East,Mobile,Email,4,136.3,6,0,2,29.22,0,0,1,4.17,40,3,0
875,35,Male,North,Desktop,Search,7,551.4,3,0,1,92.03,1,1,0,3.51,4,2,1
876,55,Male,South,Mobile,Search,3,161.2,8,0,2,40.92,1,1,0,4.19,11,2,1
877,29,Male,North,Desktop,Email,4,297.3,7,3,1,97.52,1,0,1,3.67,31,6,1
878,37,Male,South,Mobile,Search,15,86.3,3,1,0,37.76,0,0,0,4.03,14,4,0
879,35,Female,North,Mobile,Ad,8,384.3,4,1,1,,0,0,0,3.47,14,5,1
880,48,Male,Central,Desktop,Social,10,120.3,3,1,0,13.4,0,0,0,4.29,11,3,0
881,63,Female,North,Desktop,Social,8,228.0,5,1,2,33.51,0,0,1,3.84,12,4,1
882,29,Female,South,Mobile,Direct,7,91.4,4,0,0,28.0,0,1,1,4.37,16,5,1
883,30,Male,Central,Tablet,Social,12,304.7,6,3,2,137.28,0,0,1,4.62,8,6,1
884,46,Female,West,Mobile,Social,5,28.9,5,1,4,,0,0,0,4.17,13,4,0
885,43,Female,North,Mobile,Search,9,77.2,8,2,1,86.75,0,0,0,3.4,1,6,1
886,55,Male,North,Desktop,Email,6,162.6,3,1,0,63.08,0,1,1,3.49,23,8,0
887,41,Female,West,Desktop,Ad,13,76.0,2,1,2,70.84,1,0,0,3.82,18,2,1
888,31,Other,South,Tablet,Email,10,306.5,5,0,2,85.3,0,0,0,4.82,21,8,1
889,41,Other,West,Mobile,Social,2,52.1,10,4,1,107.76,1,0,1,3.86,12,6,0
890,47,Male,East,Mobile,Search,7,41.6,8,1,0,14.49,1,0,0,3.96,11,4,1
891,44,Female,South,Desktop,Direct,13,281.5,10,1,3,48.88,1,0,1,4.68,2,3,1
892,41,Female,East,Mobile,Ad,9,417.5,7,2,1,39.72,0,0,0,4.79,7,8,1
893,47,Female,West,Mobile,Social,11,128.3,7,4,2,57.53,0,1,0,4.21,2,6,0
894,48,Female,Central,Mobile,Direct,10,99.4,6,2,1,100.48,0,0,1,4.47,9,4,1
895,50,Female,North,Mobile,Social,13,77.0,7,1,2,25.04,0,0,0,4.39,2,2,1
896,42,Other,East,Mobile,Social,13,515.6,9,2,1,56.31,0,1,0,2.92,13,4,1
897,33,Female,North,Mobile,Direct,11,36.3,8,1,1,23.91,1,0,0,3.96,6,2,0
898,37,Male,East,Desktop,Search,6,517.3,3,0,0,1.52,1,1,0,4.56,3,4,1
899,48,Female,Central,Desktop,Social,8,195.1,5,0,2,64.04,1,0,0,3.45,24,4,1
900,26,Male,South,Mobile,Search,12,205.9,6,3,4,24.73,1,0,0,4.34,34,2,1
901,39,Male,Central,Mobile,Social,8,46.1,6,0,2,67.83,1,0,0,3.93,76,2,0
902,31,Female,West,Mobile,Email,12,418.3,6,1,1,35.29,1,0,0,4.31,52,5,1
903,35,Female,Central,Mobile,Search,8,120.5,5,3,2,74.44,0,0,0,4.52,9,3,0
904,49,Male,West,Desktop,Email,8,330.9,3,1,1,22.09,1,0,0,4.96,2,7,1
905,37,Male,North,Tablet,Search,8,94.8,7,2,1,27.5,0,1,1,4.18,12,6,1
906,36,Male,South,Desktop,Email,9,100.3,7,1,1,25.88,0,0,0,3.8,51,4,0
907,20,Female,South,Desktop,Search,11,122.1,3,0,2,55.15,0,0,0,3.61,6,9,1
908,43,Female,North,Mobile,Direct,3,237.1,5,1,2,47.79,0,0,1,2.98,2,7,1
909,42,Male,East,Mobile,Email,8,232.0,4,3,1,16.56,0,1,0,3.48,10,3,1
910,59,Male,East,Tablet,Ad,10,132.1,5,1,1,28.95,1,0,0,3.85,2,4,0
911,32,Female,Central,Tablet,Ad,7,42.1,3,0,1,51.6,0,1,1,3.72,21,6,0
912,37,Male,East,Mobile,Search,10,13.8,4,1,2,60.73,1,0,0,3.65,16,2,1
913,38,Female,West,Mobile,Search,6,292.6,3,1,3,96.75,0,0,1,3.42,0,2,1
914,52,Female,Central,Desktop,Email,8,77.7,7,3,3,55.01,1,1,0,4.14,1,4,1
915,34,Female,Central,Mobile,Email,6,226.1,3,1,3,13.11,0,0,0,4.36,27,7,1
916,38,Female,North,Desktop,Search,8,91.0,8,1,2,31.81,0,0,1,4.69,4,2,0
917,42,Male,East,Desktop,Search,9,90.3,6,2,3,87.79,0,0,0,3.07,10,3,1
918,37,Female,South,Mobile,Email,12,9.6,4,1,4,33.36,0,0,0,5.0,3,3,0
919,30,Female,South,Tablet,Ad,9,293.7,10,0,1,65.82,0,1,1,4.14,20,4,1
920,37,Male,South,Tablet,Ad,9,54.6,3,0,1,41.75,1,0,1,,21,5,0
921,47,Male,Central,Tablet,Search,5,70.6,6,3,1,11.85,0,0,0,,14,10,0
922,24,Male,East,Mobile,Social,10,305.6,11,0,0,49.79,1,0,0,3.64,6,2,1
923,36,Male,East,Mobile,Search,7,324.0,5,1,1,29.81,0,0,1,4.0,12,3,1
924,27,Female,Central,Desktop,Social,10,234.2,8,1,1,52.73,1,1,0,3.81,2,2,1
925,48,Male,North,Mobile,Direct,11,76.7,3,0,2,17.12,0,1,0,4.27,40,4,1
926,18,Male,East,Mobile,Direct,7,162.3,6,3,4,23.64,1,0,0,4.09,27,9,1
927,29,Male,West,Mobile,Social,5,122.6,4,0,1,73.19,0,0,0,4.01,3,3,0
928,39,Female,North,Desktop,Search,9,25.8,4,1,1,76.25,1,0,0,4.39,15,8,0
929,52,Female,East,Mobile,Social,5,230.2,3,1,3,29.18,1,0,1,3.71,4,2,1
930,34,Male,South,Mobile,Ad,15,355.4,2,3,2,24.78,0,1,0,4.72,3,4,0
931,29,Female,Central,Mobile,Search,7,49.2,9,3,0,19.17,0,1,0,4.46,4,3,0
932,56,Male,South,Desktop,Social,8,228.4,6,1,2,20.46,0,1,0,3.96,12,5,1
933,19,Male,South,Desktop,Direct,4,174.7,4,2,1,58.71,0,0,0,4.86,2,2,1
934,16,Male,East,Mobile,Direct,8,34.6,5,2,0,21.79,0,0,1,3.99,4,6,1
935,40,Male,North,Tablet,Ad,11,165.1,5,1,0,28.97,0,0,0,2.43,35,5,1
936,29,Male,South,Mobile,Social,10,229.4,5,0,4,16.32,0,0,0,2.99,8,5,1
937,24,Female,South,Desktop,Social,8,139.4,3,1,2,9.1,1,0,0,4.47,21,3,1
938,43,Male,South,Desktop,Social,9,142.2,5,2,1,36.55,0,1,1,3.03,1,2,1
939,38,Male,East,Desktop,Ad,8,46.3,4,3,2,29.69,1,0,0,3.68,32,4,0
940,29,Female,East,Mobile,Direct,4,179.3,2,0,2,43.49,0,0,1,4.27,14,4,1
941,21,Female,East,Tablet,Direct,4,448.7,6,0,1,18.35,1,0,0,3.98,15,6,1
942,45,Female,West,Tablet,Search,13,93.3,6,0,2,73.45,0,1,0,3.86,4,8,1
943,42,Male,South,Desktop,Direct,5,335.9,3,1,1,45.94,0,0,0,4.27,5,5,1
944,34,Female,North,Mobile,Social,11,80.4,8,1,2,54.19,0,0,0,4.27,10,3,1
945,55,Male,West,Mobile,Search,4,127.2,4,3,1,87.84,0,0,0,4.06,19,6,1
946,23,Female,Central,Desktop,Search,10,99.9,6,2,2,28.59,1,0,0,2.8,5,3,1
947,18,Female,South,Mobile,Email,13,202.3,9,2,1,124.84,1,0,0,4.19,29,3,1
948,27,Male,South,Desktop,Social,8,47.7,2,1,1,16.3,1,1,0,2.85,61,5,0
949,34,Female,East,Mobile,Ad,8,48.7,6,0,4,64.72,0,0,1,4.17,11,3,1
950,38,Male,East,Desktop,Direct,8,208.7,5,0,0,36.91,0,0,1,3.84,16,4,1
951,32,Male,West,Mobile,Search,18,164.8,6,2,3,39.17,0,1,0,3.96,45,6,1
952,39,Male,North,Mobile,Email,7,354.0,4,1,2,124.04,0,0,1,3.96,16,3,1
953,21,Female,West,Mobile,Search,7,423.3,6,1,1,114.54,0,1,0,5.0,16,5,1
954,51,Male,North,Mobile,Social,12,116.5,5,2,1,123.06,0,1,0,4.1,1,5,0
955,34,Male,East,Mobile,Email,7,19.5,7,3,2,4.22,1,0,0,3.46,19,4,0
956,47,Male,Central,Desktop,Ad,9,390.7,7,1,2,4.9,0,0,0,3.72,10,4,1
957,39,Male,East,Desktop,Social,11,286.8,2,2,4,47.03,1,0,0,3.82,16,2,1
958,40,Male,North,Desktop,Direct,12,218.8,7,2,1,9.13,1,0,0,3.73,23,5,1
959,41,Male,Central,Desktop,Direct,8,90.6,6,2,2,69.67,1,0,0,4.04,12,3,1
960,40,Male,Central,Mobile,Social,11,315.5,4,1,0,4.71,0,0,0,4.58,4,4,0
961,42,Female,West,Mobile,Social,8,182.8,3,0,2,9.42,0,0,0,4.45,29,6,1
962,50,Female,South,Mobile,Direct,5,125.3,3,1,1,42.38,0,0,0,4.27,26,9,1
963,37,Female,North,Desktop,Search,10,93.6,2,0,3,56.83,0,0,0,2.93,2,3,0
964,43,Female,Central,Mobile,Ad,12,36.2,0,1,0,44.89,0,0,0,4.01,7,3,0
965,34,Female,East,Mobile,Direct,10,100.0,4,1,1,32.84,1,0,0,4.36,31,5,1
966,51,Female,Central,Desktop,Search,10,183.9,5,2,2,15.4,1,0,0,4.07,24,3,0
967,28,Male,South,Tablet,Ad,5,341.4,5,1,5,42.03,0,1,1,4.48,34,3,1
968,55,Female,South,Desktop,Search,3,146.6,6,3,3,20.39,1,0,0,3.32,3,2,0
969,35,Male,Central,Desktop,Ad,10,178.1,5,0,2,22.26,0,1,0,4.25,12,5,1
970,19,Female,East,Desktop,Social,13,217.9,12,0,2,32.18,0,0,1,3.75,10,5,0
971,36,Female,North,Mobile,Direct,10,247.7,3,2,3,21.0,1,0,0,4.17,4,4,1
972,28,Female,North,Desktop,Social,7,87.1,6,1,2,74.23,0,1,0,3.57,10,4,1
973,44,Female,East,Desktop,Direct,9,252.1,7,0,2,71.15,0,1,1,3.22,5,2,1
974,28,Male,North,Mobile,Search,10,88.0,5,2,0,50.82,1,0,1,3.86,23,8,0
975,30,Male,East,Mobile,Search,8,146.0,5,2,3,60.66,0,0,0,4.45,49,4,1
976,16,Female,South,Mobile,Search,15,123.4,7,4,3,35.55,1,0,0,4.09,26,7,1
977,30,Female,West,Mobile,Ad,7,83.9,3,1,0,66.49,1,0,0,4.11,19,3,0
978,16,Female,South,Desktop,Search,16,97.9,4,0,1,13.24,1,0,1,4.19,13,3,1
979,18,Male,Central,Mobile,Email,11,88.8,3,0,0,59.37,0,0,0,3.29,2,4,0
980,43,Male,North,Mobile,Direct,11,80.7,0,1,0,69.5,0,1,0,3.17,63,3,0
981,44,Male,East,Desktop,Ad,10,87.8,6,1,1,,1,1,0,4.3,9,3,0
982,40,Male,North,Mobile,Search,8,99.0,4,2,2,79.64,1,1,0,3.63,2,2,1
983,24,Male,West,Mobile,Ad,12,165.8,4,1,1,73.46,0,0,1,4.45,6,7,1
984,34,Female,Central,Desktop,Search,8,174.4,6,1,1,43.98,0,0,0,3.05,57,1,0
985,35,Female,West,Mobile,Direct,13,94.8,4,1,1,68.54,0,0,0,3.03,0,4,0
986,22,Male,East,Desktop,Direct,14,192.7,3,2,2,,0,1,0,4.37,4,5,1
987,52,Male,East,Mobile,Search,4,68.1,4,2,3,20.58,0,0,0,4.09,18,4,1
988,45,Male,Central,Mobile,Search,8,468.6,3,0,2,75.83,1,1,0,4.61,20,2,1
989,33,Male,Central,Mobile,Social,11,83.1,2,1,2,123.47,0,0,0,3.27,17,2,0
990,35,Female,Central,Mobile,Social,8,131.0,5,1,3,33.71,1,1,1,3.01,10,6,1
991,37,Male,South,Tablet,Ad,8,154.2,3,0,1,86.0,0,1,0,3.85,4,1,0
992,16,Male,Central,Tablet,Social,17,93.7,4,1,1,62.63,0,1,0,4.79,4,4,1
993,32,Female,North,Desktop,Ad,9,323.6,3,0,3,64.14,0,0,0,3.83,4,4,1
994,27,Male,South,Mobile,Social,10,95.0,9,0,4,50.72,0,1,1,4.83,78,2,0
995,24,Male,North,Tablet,Ad,10,35.0,3,1,2,24.93,1,1,0,4.31,1,5,0
996,32,Female,South,Desktop,Direct,14,252.5,7,1,2,43.29,1,0,0,3.77,21,2,1
997,55,Female,West,Mobile,Direct,9,56.3,5,2,3,50.63,0,0,0,3.95,25,4,0
998,42,Female,Central,Desktop,Search,5,62.5,9,2,1,88.62,1,0,0,4.19,0,7,0
999,29,Male,West,Mobile,Email,8,167.0,3,1,1,10.43,0,1,0,4.19,0,4,1
1000,41,Female,West,Mobile,Search,10,54.0,3,2,0,,1,0,0,3.43,19,7,1
1001,50,Male,East,Desktop,Search,9,35.6,5,1,2,41.39,1,0,1,3.54,54,4,1
1002,45,Male,West,Desktop,Email,7,368.9,0,1,1,51.27,0,0,0,3.79,8,3,1
1003,36,Female,South,Mobile,Direct,4,286.5,10,5,2,63.02,0,1,0,3.29,25,3,1
1004,28,Male,Central,Mobile,Search,10,79.0,5,0,0,161.53,0,1,0,4.69,18,4,1
1005,43,Other,West,Tablet,Social,7,331.9,2,1,0,26.93,0,1,0,3.49,2,7,1
1006,39,Female,West,Desktop,Email,7,214.8,4,1,2,138.62,1,1,0,5.0,6,3,1
1007,45,Female,East,Mobile,Search,9,501.9,4,1,4,39.18,1,0,1,3.32,33,3,1
1008,42,Male,Central,Mobile,Social,3,28.5,5,1,2,,1,0,0,3.81,22,4,0
1009,47,Male,South,Mobile,Direct,8,57.2,4,0,4,57.49,0,0,1,3.54,0,4,1
1010,29,Female,South,Tablet,Search,4,358.3,7,2,1,30.79,0,0,0,4.29,8,4,1
1011,49,Female,West,Mobile,Direct,9,109.1,2,2,2,77.32,0,0,0,4.29,1,5,1
1012,37,Female,East,Mobile,Email,6,236.5,20,0,1,,0,1,0,4.14,2,6,1
1013,58,Other,Central,Mobile,Direct,8,240.5,7,2,0,7.7,0,0,0,,17,5,0
1014,27,Female,South,Desktop,Search,10,437.4,4,1,2,113.44,0,0,0,3.4,15,5,0
1015,54,Male,South,Desktop,Direct,10,153.6,6,0,0,2.32,0,0,0,4.83,1,3,0
1016,37,Male,Central,Desktop,Search,13,156.7,4,1,0,53.1,0,0,0,5.0,7,5,1
1017,28,Female,East,Mobile,Social,9,161.5,6,2,0,16.83,0,1,0,3.14,4,4,1
1018,30,Male,East,Mobile,Search,6,375.9,2,2,3,91.07,0,1,0,3.93,24,2,1
1019,31,Female,South,Tablet,Ad,12,277.9,2,2,1,54.53,1,0,1,3.41,9,4,1
1020,40,Male,South,Tablet,Direct,8,157.6,7,2,2,20.19,0,0,0,3.58,7,4,1
1021,41,Female,West,Tablet,Search,6,22.8,7,3,2,26.84,0,0,1,4.0,10,3,0
1022,29,Male,North,Tablet,Search,11,95.1,2,2,1,89.78,1,1,0,3.83,25,4,1
1023,35,Male,Central,Desktop,Search,7,67.0,5,1,2,50.05,0,0,0,3.62,6,3,1
1024,59,Female,West,Desktop,Search,4,737.7,5,4,1,38.54,0,0,0,3.33,14,5,1
1025,54,Female,North,Desktop,Email,8,387.3,4,0,0,63.65,0,0,0,4.13,2,5,1
1026,40,Female,West,Desktop,Email,15,574.8,4,1,1,50.39,1,0,1,3.96,12,5,1
1027,35,Female,East,Mobile,Ad,8,97.1,4,1,4,30.49,1,1,1,3.92,15,4,1
1028,36,Male,North,Mobile,Ad,11,19.6,6,2,3,73.81,1,0,0,,4,5,0
1029,42,Male,South,Tablet,Email,4,205.4,13,3,0,33.76,0,0,0,4.25,8,3,1
1030,24,Female,South,Mobile,Search,10,76.9,4,0,5,7.03,1,0,0,3.32,13,3,0
1031,32,Male,West,Desktop,Social,5,143.1,3,3,2,36.02,0,0,0,3.66,6,9,1
1032,17,Male,West,Mobile,Social,9,113.5,4,3,2,28.17,1,0,1,3.88,2,6,0
1033,39,Male,East,Mobile,Social,7,122.2,6,2,0,57.73,1,1,0,3.25,1,3,0
1034,42,Female,West,Mobile,Email,4,135.0,0,1,3,38.58,0,0,0,3.35,7,3,1
1035,30,Female,West,Mobile,Ad,7,72.5,4,1,1,32.46,1,0,0,4.63,1,3,1
1036,52,Female,East,Mobile,Ad,11,120.5,13,0,0,52.5,1,0,0,4.31,5,2,1
1037,22,Male,West,Mobile,Search,9,202.4,4,1,0,47.74,0,0,0,4.56,10,5,1
1038,19,Female,South,Desktop,Search,10,184.8,6,5,3,16.44,0,1,1,3.76,9,7,1
1039,37,Female,Central,Mobile,Direct,9,165.4,6,0,1,83.99,1,0,0,3.18,12,2,0
1040,47,Female,East,Mobile,Direct,10,46.8,3,2,1,95.86,0,0,0,4.96,11,4,1
1041,54,Male,Central,Mobile,Search,10,150.3,5,2,0,12.18,0,1,0,4.49,10,3,0
1042,30,Female,East,Desktop,Direct,11,108.6,3,3,1,27.8,1,1,0,4.33,4,1,1
1043,47,Female,North,Desktop,Email,4,170.9,6,1,1,93.17,1,0,0,3.68,1,3,1
1044,35,Female,East,Desktop,Social,10,358.9,2,2,0,43.74,1,1,1,4.21,1,4,1
1045,33,Female,South,Mobile,Search,9,99.1,8,1,0,25.05,0,0,0,3.47,13,2,0
1046,45,Male,West,Mobile,Ad,11,189.9,6,0,0,72.27,0,0,0,3.48,20,3,0
1047,42,Female,East,Desktop,Email,10,121.7,6,1,1,56.55,1,0,1,3.56,1,2,1
1048,18,Female,Central,Desktop,Search,11,156.8,8,2,1,94.1,0,0,0,3.99,32,4,1
1049,51,Male,West,Mobile,Direct,6,23.4,5,0,3,21.41,1,0,0,4.02,32,6,1
1050,50,Female,West,Mobile,Direct,8,108.1,9,1,2,110.19,1,0,0,4.01,18,2,0
1051,28,Female,North,Mobile,Ad,9,165.1,3,1,2,24.59,0,0,0,4.22,11,5,1
1052,39,Male,Central,Mobile,Search,5,57.6,6,1,2,73.61,0,1,1,3.91,1,3,0
1053,40,Female,Central,Desktop,Ad,12,59.5,9,1,0,22.73,0,0,0,4.56,10,5,0
1054,38,Female,West,Mobile,Search,4,285.8,2,1,2,81.72,0,1,0,5.0,16,5,1
1055,29,Female,South,Mobile,Email,16,85.9,6,1,4,60.6,0,1,1,3.81,42,3,0
1056,28,Male,East,Mobile,Email,10,374.9,7,0,2,55.72,1,0,0,3.64,1,4,1
1057,35,Male,North,Tablet,Social,7,182.0,2,1,2,,0,0,0,3.99,21,5,0
1058,48,Male,East,Desktop,Social,14,85.0,4,0,2,115.36,0,0,0,4.29,15,6,1
1059,41,Male,North,Desktop,Ad,14,43.3,7,2,4,19.14,0,0,1,3.18,13,5,0
1060,31,Female,East,Mobile,Email,8,197.7,5,1,0,51.22,0,0,0,2.99,0,2,1
1061,43,Female,West,Desktop,Social,9,120.4,7,1,3,20.49,0,1,0,4.76,1,5,1
1062,16,Male,South,Mobile,Search,6,75.3,2,2,3,55.42,0,0,0,4.58,17,5,1
1063,48,Male,East,Mobile,Search,6,22.4,7,0,2,11.66,0,0,0,3.5,3,6,0
1064,16,Female,Central,Mobile,Search,14,114.9,4,1,1,39.45,0,0,0,4.07,27,8,1
1065,31,Male,North,Desktop,Ad,8,71.7,4,0,2,17.59,0,0,0,5.0,9,5,0
1066,23,Female,West,Mobile,Direct,10,191.6,4,1,1,64.3,1,1,0,4.66,3,2,1
1067,21,Female,North,Desktop,Ad,7,179.3,7,2,0,21.02,0,0,0,3.5,29,4,1
1068,48,Female,North,Mobile,Search,9,132.5,6,2,1,86.16,0,0,0,2.97,4,4,1
1069,30,Female,North,Mobile,Email,7,22.3,6,1,1,83.39,0,0,0,3.65,13,3,0
1070,39,Male,West,Mobile,Search,14,123.1,4,1,0,16.63,0,0,1,3.65,9,1,1
1071,34,Male,South,Mobile,Direct,7,336.8,7,0,1,91.4,1,0,1,3.8,16,4,1
1072,40,Female,Central,Mobile,Social,8,91.4,5,1,1,123.85,1,0,0,3.35,6,3,0
1073,36,Female,East,Mobile,Search,11,89.0,1,1,1,71.55,1,0,0,4.22,6,5,0
1074,21,Male,North,Mobile,Email,7,235.1,6,2,0,51.61,0,0,1,4.01,15,3,1
1075,46,Female,West,Mobile,Search,10,94.2,6,1,2,33.24,1,0,0,4.11,56,4,1
1076,30,Male,North,Mobile,Email,10,194.3,3,1,1,42.76,1,1,0,5.0,48,2,1
1077,18,Female,West,Mobile,Email,5,136.7,9,1,1,32.22,0,0,0,3.79,1,7,1
1078,30,Male,North,Mobile,Direct,5,245.9,5,1,2,54.73,0,1,0,4.36,13,7,1
1079,52,Female,South,Mobile,Ad,11,388.9,4,1,2,60.95,0,0,0,2.03,0,2,1
1080,44,Female,West,Mobile,Social,13,376.2,5,1,2,68.27,1,0,0,3.78,18,5,1
1081,31,Female,Central,Desktop,Social,14,119.1,3,0,3,14.0,1,0,0,4.82,19,3,1
1082,31,Female,South,Mobile,Direct,9,242.5,5,1,2,52.39,0,0,1,3.23,4,5,1
1083,31,Female,Central,Mobile,Email,13,228.4,2,0,0,8.95,0,0,0,4.78,18,1,0
1084,58,Male,North,Tablet,Search,10,68.1,3,1,0,29.92,1,1,1,4.08,1,3,1
1085,39,Female,West,Desktop,Direct,7,134.0,5,0,1,61.69,1,0,0,2.95,2,6,0
1086,40,Female,West,Tablet,Search,10,244.0,7,1,2,13.34,0,0,0,4.55,11,2,1
1087,46,Male,North,Desktop,Search,6,98.0,5,1,2,45.81,1,0,0,4.17,7,4,0
1088,38,Male,South,Mobile,Search,13,93.9,5,3,2,8.48,1,1,0,3.65,41,5,0
1089,32,Other,North,Mobile,Search,10,80.2,3,0,3,36.05,0,0,0,4.34,14,3,0
1090,33,Male,South,Desktop,Search,15,310.3,8,1,1,10.44,0,0,0,4.04,17,1,0
1091,34,Female,North,Tablet,Search,10,179.0,11,0,2,19.81,1,0,0,4.03,26,4,1
1092,35,Male,West,Desktop,Social,6,339.2,0,0,2,40.79,1,0,1,3.95,26,10,1
1093,43,Male,Central,Desktop,Search,7,235.9,5,1,1,126.32,1,1,0,3.55,22,1,0
1094,36,Male,North,Mobile,Search,6,37.9,7,0,3,59.09,0,0,0,3.49,19,3,0
1095,43,Female,East,Mobile,Email,5,272.3,7,0,1,65.96,0,0,1,4.7,24,4,1
1096,34,Female,East,Tablet,Search,6,76.5,6,0,4,20.95,0,0,0,3.46,1,6,0
1097,36,Female,Central,Desktop,Search,7,179.7,6,2,3,50.21,0,1,0,3.47,14,5,0
1098,16,Male,East,Tablet,Social,12,38.0,5,0,1,39.02,0,1,0,3.72,18,6,0
1099,45,Male,East,Desktop,Social,7,113.6,2,2,2,51.76,0,0,0,4.41,9,5,0
1100,39,Male,East,Mobile,Social,6,202.5,4,3,2,24.54,1,0,0,3.48,25,4,1
1101,46,Female,South,Mobile,Social,10,419.2,2,0,1,19.62,1,0,0,3.38,18,4,1
1102,16,Male,North,Tablet,Email,7,302.9,6,0,0,32.7,1,0,1,3.92,1,2,1
1103,58,Male,South,Desktop,Email,10,324.3,12,2,4,15.35,0,1,1,3.93,26,4,1
1104,33,Female,North,Mobile,Ad,16,230.2,2,3,1,49.62,0,0,1,4.12,6,3,1
1105,47,Male,East,Mobile,Social,9,432.2,11,1,2,46.92,0,0,1,4.14,10,2,1
1106,24,Female,South,Mobile,Social,6,132.1,9,0,0,,0,0,0,3.8,6,4,1
1107,42,Male,East,Mobile,Search,8,185.3,4,0,2,68.7,0,0,0,4.05,31,6,0
1108,23,Male,North,Desktop,Direct,11,586.2,1,1,2,23.34,0,0,0,3.92,7,6,1
1109,28,Male,Central,Mobile,Search,10,51.9,2,0,0,59.42,0,1,0,3.97,39,2,0
1110,56,Male,Central,Mobile,Social,11,120.2,4,4,0,105.86,0,1,0,3.91,33,3,1
1111,33,Male,North,Desktop,Social,8,149.6,4,2,0,51.1,1,1,0,4.45,12,5,0
1112,37,Male,South,Mobile,Email,10,149.2,6,0,1,61.86,1,0,0,4.29,6,7,1
1113,45,Female,East,Desktop,Ad,9,103.5,6,1,0,,0,0,0,5.0,1,3,1
1114,40,Male,North,Mobile,Ad,11,130.6,6,1,2,40.75,1,1,0,3.92,0,2,1
1115,37,Female,South,Tablet,Search,15,322.0,6,2,2,13.41,0,1,1,3.82,28,5,1
1116,39,Female,South,Mobile,Search,5,227.5,7,3,2,126.87,1,0,1,3.31,15,3,0
1117,61,Male,Central,Mobile,Direct,10,455.5,4,5,2,40.65,1,0,0,4.34,5,5,1
1118,34,Male,Central,Desktop,Social,12,155.4,7,3,3,90.87,0,1,0,4.23,3,4,1
1119,37,Female,East,Desktop,Social,11,231.7,5,0,4,18.47,1,1,1,2.9,1,4,1
1120,47,Female,East,Mobile,Direct,8,127.0,2,2,3,21.67,0,0,0,4.69,8,2,1
1121,47,Female,Central,Tablet,Email,7,106.0,8,2,3,28.51,1,1,0,4.33,6,3,1
1122,48,Female,Central,Mobile,Ad,8,382.0,9,1,2,16.52,0,0,1,3.36,9,2,1
1123,42,Female,Central,Tablet,Email,10,226.0,8,1,0,68.72,0,1,0,3.23,10,5,1
1124,22,Male,North,Mobile,Social,9,169.5,5,2,0,32.95,0,0,0,3.46,15,3,0
1125,53,Female,North,Mobile,Social,13,80.4,6,1,2,20.96,0,1,0,4.83,6,5,1
1126,22,Female,West,Mobile,Direct,10,82.5,3,1,1,,0,0,1,4.44,1,3,1
1127,38,Female,East,Mobile,Email,8,13.6,2,3,1,46.59,1,1,1,3.91,10,2,1
1128,27,Other,North,Mobile,Email,7,281.6,5,2,1,30.97,0,1,0,3.71,12,3,1
1129,34,Female,North,Mobile,Ad,10,353.0,8,0,0,45.18,0,1,0,3.53,4,3,0
1130,39,Female,Central,Mobile,Email,10,114.8,4,1,1,69.13,1,0,0,3.28,6,4,0
1131,39,Female,Central,Mobile,Social,9,112.8,7,2,2,73.3,0,1,0,4.36,19,4,1
1132,40,Male,South,Mobile,Email,5,591.9,5,1,2,29.82,0,0,0,4.66,8,7,1
1133,53,Male,Central,Desktop,Email,5,255.5,7,1,3,56.95,1,0,0,5.0,9,5,1
1134,40,Female,East,Desktop,Search,7,100.2,4,1,2,23.07,0,0,0,4.38,15,5,0
1135,32,Female,West,Desktop,Social,9,146.8,5,1,5,94.86,1,0,0,2.95,20,3,1
1136,46,Female,East,Tablet,Direct,4,134.3,5,0,0,74.05,1,0,0,4.29,11,6,1
1137,48,Male,North,Desktop,Social,6,264.7,2,0,1,198.23,0,1,0,3.21,16,4,1
1138,21,Male,East,Tablet,Direct,9,227.4,2,2,2,14.06,0,0,0,4.4,25,2,1
1139,42,Female,East,Mobile,Social,7,184.5,3,2,1,49.7,0,1,0,3.93,2,2,0
1140,43,Female,East,Mobile,Ad,8,90.6,0,4,0,54.54,0,0,0,4.57,3,3,0
1141,32,Female,North,Mobile,Search,7,20.7,7,2,1,37.56,0,1,0,4.55,15,2,0
1142,50,Female,Central,Mobile,Search,9,109.4,6,1,0,84.58,0,1,0,3.25,48,2,0
1143,33,Male,South,Desktop,Social,9,153.3,3,1,1,14.35,0,0,0,3.82,0,6,1
1144,36,Female,North,Desktop,Social,11,21.8,5,2,0,71.98,1,0,1,4.51,5,1,1
1145,33,Female,East,Mobile,Social,10,233.4,5,1,0,24.17,1,1,0,3.24,5,3,1
1146,35,Female,East,Desktop,Search,17,350.7,8,0,1,31.81,0,0,1,4.6,3,4,1
1147,23,Male,East,Mobile,Email,11,66.5,7,0,2,90.16,0,1,1,2.88,10,7,1
1148,19,Male,West,Mobile,Social,7,104.9,3,1,1,15.36,0,1,0,4.19,15,3,0
1149,53,Female,East,Desktop,Email,9,131.9,4,1,5,39.06,0,0,0,4.04,14,5,1
1150,26,Female,East,Tablet,Direct,6,165.3,5,0,1,87.18,1,0,1,4.27,50,5,1
1151,24,Female,West,Desktop,Direct,10,40.3,4,0,0,44.25,0,0,1,3.69,5,4,0
