CustomerID,Age,Gender,AnnualIncome,TotalSpending,PurchaseFrequency,AverageOrderValue,DaysSinceLastPurchase,WebsiteVisits,DiscountUsage,CustomerRating,ProductCategory,PurchaseLikelihood
101151,38,Male,522841.89,4637.87,5,1150.37,160,3.0,28.0,2.78,Electronics,0
100825,43,Female,257561.47,15733.48,9,1517.87,10,32.0,63.85,2.96,Fashion,1
100383,29,Female,255915.8,5639.55,2,2172.45,14,40.0,34.71,4.04,Home & Kitchen,1
100539,24,Female,586443.45,15473.4,6,614.27,12,37.0,63.03,3.88,Fashion,1
101494,30,Male,348535.82,6615.47,2,833.47,206,7.0,18.96,3.7,Books,0
101113,51,Female,1168504.81,42376.2,14,2139.72,62,11.0,39.86,2.65,Home & Kitchen,0
100325,33,Male,590638.38,3599.09,4,2182.15,29,,24.42,4.54,Electronics,0
100362,27,Male,692421.38,4878.36,4,3036.55,19,25.0,22.26,4.1,Sports,1
101488,49,Female,651777.7,2667.73,3,,188,9.0,9.55,3.75,Sports,1
101030,43,Female,868169.13,72267.4,12,2035.12,89,15.0,64.84,,Sports,1
100708,35,Female,284737.69,30545.48,18,803.02,38,40.0,73.87,3.52,Sports,1
100333,18,Male,683427.87,9166.23,0,1975.46,0,,32.16,4.11,Sports,1
100430,25,Female,894063.24,11690.27,4,2138.38,0,26.0,20.86,4.43,Electronics,0
101243,31,Female,594836.03,4469.73,3,1356.72,140,0.0,20.96,1.52,Beauty,0
100426,39,Female,793795.62,4864.67,7,2825.63,6,33.0,24.64,4.39,Fashion,1
100629,29,Male,750788.82,21715.71,13,1514.9,53,34.0,68.29,,Fashion,1
101112,46,Male,751513.67,64605.21,22,1826.38,91,3.0,16.01,2.84,Sports,1
100678,28,Female,592305.43,8347.11,10,1509.04,36,35.0,45.35,3.59,Electronics,1
100694,36,Female,699162.18,23377.82,19,1259.61,21,28.0,81.41,3.94,Fashion,1
100758,46,Female,414861.83,19816.09,8,1493.26,10,28.0,77.03,3.26,Fashion,1
100255,24,Female,668886.86,13305.0,2,1617.65,25,23.0,40.91,4.34,Fashion,0
101095,41,Female,707992.56,49034.96,12,1114.51,74,13.0,28.26,2.97,Books,1
100917,44,Male,802952.46,55807.69,21,3465.16,44,10.0,14.27,3.29,Home & Kitchen,1
101186,34,Female,454434.34,3428.86,0,1244.08,67,7.0,7.88,2.94,Books,0
100669,37,Male,443479.51,36175.64,12,1570.51,16,16.0,83.83,4.32,Fashion,1
100842,45,Female,681906.43,36404.43,14,1680.24,101,6.0,23.42,4.44,Fashion,1
100807,23,Male,371388.13,34551.8,11,1423.13,27,31.0,65.82,3.61,Beauty,1
101457,36,Female,332967.43,4633.59,3,1288.6,127,10.0,28.2,3.29,Books,0
100087,44,Female,793098.05,107707.94,32,3973.85,4,41.0,3.83,3.99,Home & Kitchen,1
101422,35,Male,294693.62,1545.0,5,1614.2,142,2.0,1.79,3.21,Home & Kitchen,0
100266,27,Female,801484.19,3408.4,2,1936.49,10,29.0,19.65,4.26,Fashion,1
100288,30,Male,589415.83,6235.53,2,2217.69,1,20.0,8.36,4.46,Books,1
101484,35,Male,160577.66,18493.517103238486,4,899.28,109,0.0,26.76,3.49,Electronics,1
100893,37,Female,1130648.41,46949.55,7,2356.75,73,8.0,22.66,2.01,Home & Kitchen,0
101496,27,Female,407676.07,1207.52,4,822.61,67,3.0,15.07,3.96,Sports,1
100979,37,Male,551918.63,55631.45,25,1460.22,50,8.0,15.45,3.75,Electronics,1
100535,48,Male,677902.06,17297.95,13,923.75,14,17.0,93.09,3.59,Beauty,1
101001,66,Male,1128438.14,28181.86,20,4767.61,95,9.0,45.08,3.94,Sports,1
100222,29,Female,1289480.46,97277.39,32,2816.0,5,55.0,10.83,4.22,Electronics,1
100114,22,Female,1415646.03,78284.76,29,4528.55,4,41.0,5.87,5.0,Home & Kitchen,1
100673,30,Male,506933.57,30856.09,19,1173.73,4,23.0,90.23,3.17,Fashion,1
100584,18,Female,563409.29,31080.74,15,770.37,15,22.0,49.87,2.37,Beauty,1
100175,44,Female,854708.62,72290.78,25,4075.84,0,34.0,11.37,5.0,Electronics,1
100536,21,Male,718423.82,18308.28,18,1298.47,23,37.0,46.67,4.03,Beauty,1
101079,47,Female,855571.86,32705.32,19,2043.23,111,8.0,42.72,3.07,Electronics,1
101177,40,Female,573086.52,4270.34,0,,114,3.0,15.29,3.66,Books,0
101107,51,Female,909504.89,36124.14,18,3576.88,75,15.0,14.7,3.49,Home & Kitchen,1
100983,63,Male,630597.47,57300.07,21,1985.93,68,13.0,42.58,4.02,Fashion,1
100286,28,Male,733611.96,5353.53,4,1483.25,0,37.0,33.07,3.95,Sports,1
100868,41,Female,743001.64,32055.86,18,2969.1,85,3.0,15.51,2.44,Fashion,1
100375,22,Male,893565.2,6203.78,5,2703.06,16,26.0,28.91,3.77,Sports,1
101197,31,Male,584002.09,5148.33,2,833.96,169,4.0,21.06,2.87,Home & Kitchen,0
100032,35,Female,1111745.15,63017.53,26,2378.85,8,51.0,19.25,4.17,Home & Kitchen,1
100552,18,Male,805020.24,25946.52,14,1122.58,35,20.0,47.13,4.26,Home & Kitchen,1
100211,37,Female,1305086.0,92597.73,35,3090.55,4,43.0,11.85,4.23,Electronics,1
101047,37,Female,493787.24,21963.99,17,4309.25,83,11.0,29.58,2.74,Books,1
100924,53,Male,884724.5,76833.37,19,2886.45,84,2.0,19.1,3.62,Sports,1
100810,40,Female,576674.47,9715.49,16,801.24,5,27.0,45.54,3.19,Beauty,1
100618,18,Male,448152.95,15625.5,3,1407.09,19,51.0,63.55,3.33,Fashion,1
100933,36,Female,656928.69,54074.12,24,2012.94,77,11.0,42.5,3.69,Home & Kitchen,1
100620,29,Female,592181.75,20502.31,15,756.29,46,37.0,56.25,3.74,Fashion,1
100189,30,Male,1314896.97,95081.86,24,3675.9,5,43.0,7.74,5.0,Electronics,1
100711,43,Male,616745.25,23574.66,19,1128.56,29,33.0,86.55,3.65,Fashion,1
100937,56,Female,694850.66,48704.04,13,2210.68,98,14.0,41.62,3.66,Books,1
101169,21,Female,727149.0,6118.13,3,1395.85,136,10.0,14.55,3.17,Home & Kitchen,1
101220,50,Male,426611.09,1358.38,0,1044.73,140,1.0,12.24,4.19,Home & Kitchen,0
101098,46,Female,875711.74,28983.17,13,4152.71,116,13.0,28.32,3.32,Sports,1
100902,36,Male,850979.24,78467.38,14,1961.12,88,6.0,27.03,3.07,Home & Kitchen,1
100084,40,Male,1079820.85,95185.84,24,3283.61,7,39.0,16.52,3.66,Home & Kitchen,1
100702,31,Male,530109.39,28307.04,8,1740.55,23,29.0,70.96,3.34,Sports,1
100049,35,Female,1373547.88,92331.98,24,3842.6,3,49.0,0.0,4.41,Fashion,1
101284,51,Male,481898.26,2886.7,6,1282.34,117,1.0,8.24,1.43,Books,1
100156,28,Male,1380257.67,95307.58,24,3773.06,1,31.0,16.75,4.39,Electronics,1
101152,32,Female,411137.39,5718.77,3,1087.02,203,2.0,1.03,3.74,Beauty,1
101142,41,Male,477024.32,3568.55,4,1325.95,120,5.0,21.5,3.63,Electronics,1
100975,28,Male,1241061.34,74341.52,23,2052.47,83,3.0,8.26,3.8,Electronics,1
101058,42,Female,661776.51,56531.55,32,2159.08,103,15.0,51.95,2.9,Home & Kitchen,1
100808,29,Male,585239.22,18834.1,23,1495.99,18,28.0,58.82,3.02,Beauty,1
101230,48,Male,694381.22,3024.42,3,1098.61,160,7.0,7.44,3.39,Books,1
101481,34,Female,439482.88,5601.41,2,1427.36,149,2.0,20.68,3.11,Sports,1
101437,32,Female,643699.61,2306.83,0,1698.08,77,7.0,33.32,2.96,Electronics,0
100180,32,Female,1135847.12,72964.14,22,3949.87,0,52.0,4.79,4.23,Beauty,1
101356,60,Male,460962.32,3800.68,1,1214.11,152,0.0,0.0,2.63,Home & Kitchen,1
101247,19,Female,595114.41,1652.88,4,1337.92,236,5.0,0.0,2.84,Books,1
101041,51,Male,1080599.87,48219.17,3,3013.35,127,14.0,28.44,3.84,Sports,0
100950,22,Male,906693.21,57800.53,11,1850.16,128,11.0,30.25,3.3,Sports,1
100817,38,Female,850961.3,27388.75,21,1391.63,42,25.0,90.83,4.84,Books,1
100364,22,Female,706801.62,6814.61,6,550.16,13,21.0,28.82,5.0,Electronics,1
101178,18,Male,482324.02,5475.36,1,1058.75,119,1.0,21.57,,Fashion,0
101199,23,Female,256572.49,4491.91,0,617.77,93,8.0,3.04,1.25,Electronics,1
100347,26,Female,589803.64,9891.1,6,2645.24,21,16.0,32.94,3.91,Beauty,1
101011,46,Female,885901.77,36673.13,11,2942.19,154,12.0,45.19,3.17,Books,1
100615,31,Female,572590.37,8555.18,16,1381.18,13,46.0,72.79,3.24,Fashion,1
100966,48,Male,531482.22,45226.87,14,2061.21,79,17.0,41.28,2.22,Home & Kitchen,1
101274,53,Male,324303.12,9288.71,2,1295.36,94,9.0,25.43,3.14,Beauty,0
100590,27,Male,550269.23,22086.56,12,1330.94,2,37.0,69.55,2.97,Sports,1
101289,30,Female,559750.85,5740.52,4,881.17,133,3.0,18.75,4.15,Home & Kitchen,0
100632,21,Male,691657.78,26339.29,4,1900.03,12,51.0,66.6,4.6,Beauty,1
100244,28,Female,955773.16,6465.14,5,2393.17,8,21.0,33.95,4.45,Home & Kitchen,1
101375,59,Male,444989.37,4004.52,3,1216.99,125,3.0,5.4,3.78,Home & Kitchen,0
101452,32,Female,442860.41,4101.26,1,1306.25,74,8.0,19.71,4.21,Books,1
100765,39,Male,618880.63,24684.87,13,1033.15,15,19.0,90.25,4.43,Home & Kitchen,0
100988,40,Female,1415691.83,89997.36,9,2736.25,104,10.0,35.48,4.81,Home & Kitchen,1
100412,24,Male,308364.91,9399.36,4,2130.94,4,23.0,10.03,4.68,Beauty,1
101421,34,Female,521439.75,3970.48,0,956.34,127,3.0,14.61,3.31,Sports,0
101226,47,Female,674150.49,1414.17,2,678.99,56,1.0,15.69,2.65,Books,1
100309,22,Male,891340.64,8893.59,6,2563.43,29,19.0,12.7,4.1,Home & Kitchen,1
100882,39,Male,1033868.16,64450.06,16,3481.52,96,4.0,40.83,3.29,Sports,0
100399,28,Male,575646.13,8855.48,3,2378.01,7,10.0,20.71,4.51,Beauty,1
100371,32,Male,462732.71,14214.31,4,1694.76,8,18.0,10.51,4.12,Electronics,1
100055,36,Female,1075821.72,94380.83,34,2998.57,11,62.0,14.03,4.25,Beauty,1
101339,20,Male,208242.44,4972.79,0,412.72,121,3.0,17.58,3.29,Electronics,0
101183,48,Female,302528.53,4552.51,2,663.15,81,1.0,12.77,2.57,Books,1
100313,33,Male,622527.61,10460.88,4,2379.33,10,18.0,12.81,4.51,Books,0
100922,45,Female,935689.41,50557.27,12,2309.44,112,,30.68,4.39,Home & Kitchen,0
100110,33,Female,1501836.39,109688.98,33,2576.72,8,43.0,10.18,4.46,Home & Kitchen,1
100719,23,Female,467096.06,20834.88,16,1631.85,6,29.0,65.52,3.7,Sports,1
100692,37,Female,617211.75,16896.75,15,1167.62,22,32.0,82.55,3.43,Sports,1
100101,27,Female,1063978.11,69350.03,31,2620.09,7,33.0,9.62,4.27,Electronics,1
101126,40,Female,625639.62,3326.55,2,753.84,139,2.0,11.28,2.84,Books,0
100670,42,Male,728157.01,18564.46,19,1075.26,31,24.0,68.66,3.56,Electronics,1
101376,46,Female,396927.37,1477.75,1,960.91,182,10.0,20.08,2.05,Home & Kitchen,0
100267,21,Female,437563.5,9179.19,4,1849.11,1,28.0,24.39,4.25,Fashion,1
100679,18,Female,504980.68,16746.17,16,357.58,27,34.0,84.24,2.35,Sports,1
100297,25,Male,366026.47,9614.38,5,1178.1,4,24.0,30.36,2.9,Books,0
100530,38,Male,835753.46,21779.37,23,1377.21,13,34.0,59.39,2.38,Electronics,1
100945,41,Male,667117.67,80763.46,7,1924.03,90,9.0,26.54,3.1,Electronics,0
101014,59,Male,925564.38,14212.0,14,2467.57,91,7.0,22.47,3.45,Books,1
100951,58,Female,696189.7,36999.13,9,1998.63,76,7.0,26.8,2.84,Books,0
100378,31,Female,731594.86,5041.35,3,2310.48,20,32.0,28.66,4.05,Beauty,0
100287,27,Female,1108415.21,14264.75,4,2094.92,14,27.0,8.74,4.14,Fashion,1
101439,45,Female,414207.45,2100.65,0,948.89,130,4.0,14.75,3.64,Home & Kitchen,0
100731,18,Male,740307.08,29383.65,19,1365.29,44,48.0,51.13,2.58,Fashion,1
100127,36,Male,1011708.43,101083.86,30,4284.73,7,37.0,0.0,4.43,Fashion,1
100328,28,Male,709174.29,12405.86,6,1710.45,13,21.0,26.86,4.75,Fashion,1
100293,28,Female,872363.36,7150.96,4,2618.04,0,17.0,21.02,4.62,Fashion,1
100549,27,Male,653051.61,26225.52,13,1712.38,23,41.0,56.42,3.35,Electronics,1
100728,28,Female,429484.86,23616.77,10,1392.47,30,31.0,70.99,3.54,Home & Kitchen,1
100909,63,Female,1047166.87,43732.35,8,833.58,87,11.0,38.65,3.35,Sports,1
100356,18,Female,592139.0,15818.86,3,1376.53,11,13.0,38.15,4.0,Fashion,0
100171,35,Male,861515.15,91211.73,29,2275.85,13,45.0,25.81,4.18,Fashion,1
100967,41,Female,957190.17,41577.82,17,1596.87,149,3.0,32.64,2.08,Electronics,1
101134,35,Female,374736.34,1978.55,2,1061.51,166,6.0,31.41,3.49,Electronics,0
100652,39,Female,581273.8,17284.4,14,1733.28,5,24.0,78.71,4.66,Electronics,1
100210,36,Female,910429.48,110983.58,30,3457.27,4,38.0,11.27,4.14,Beauty,1
101398,42,Female,675590.51,1372.59,1,1170.22,175,4.0,4.47,3.01,Books,0
100141,25,Male,1127139.93,82088.61,18,4806.87,4,20.0,14.4,4.84,Beauty,1
101084,31,Male,951960.51,26298.64,25,2365.66,77,3.0,26.64,2.7,Electronics,1
100991,65,Female,1016838.73,30083.12,10,2274.72,102,16.0,30.58,4.7,Sports,0
100651,27,Male,503248.62,10168.63,14,1322.69,24,33.0,77.47,4.3,Fashion,1
101189,45,Male,351205.19,5142.95,3,767.58,194,10.0,21.08,4.29,Electronics,0
101499,45,Male,532045.27,3243.41,2,1147.23,138,4.0,5.65,2.84,Home & Kitchen,0
100486,18,Female,846895.35,7800.53,4,1800.17,0,,44.01,4.79,Beauty,1
100528,20,Male,552418.13,25148.79,8,1087.73,14,24.0,54.49,3.58,Electronics,0
100200,31,Female,980126.76,99359.95,30,3524.84,11,48.0,11.86,5.0,Electronics,1
100890,33,Female,884439.64,50022.02,9,2587.16,92,8.0,28.61,3.91,Home & Kitchen,1
100845,51,Male,1143340.36,61663.61,8,2548.21,84,3.0,0.27,2.57,Fashion,1
101069,56,Female,824240.07,51458.12,16,1087.26,84,12.0,24.92,2.78,Electronics,1
101206,34,Female,396243.29,3286.64,2,894.29,175,2.0,9.45,2.53,Books,0
101055,56,Male,710487.9,18736.49,26,2664.67,85,0.0,12.66,3.84,Home & Kitchen,1
100011,46,Female,749537.23,96537.9,23,2903.94,9,57.0,15.24,4.5,Electronics,1
100148,37,Female,1216923.29,100602.43,26,2800.71,9,39.0,2.96,4.49,Sports,1
100722,18,Female,591250.34,19101.55,19,1816.08,16,28.0,58.14,3.3,Fashion,1
100283,20,Male,639407.72,9138.06,5,1382.05,1,27.0,3.67,4.51,Home & Kitchen,1
100299,22,Female,958327.05,6421.3,5,1392.37,13,33.0,16.55,3.25,Books,0
100614,25,Female,443993.98,15731.47,11,1027.49,15,36.0,60.48,3.74,Fashion,1
100292,26,Male,782421.83,4855.89,3,1900.05,14,25.0,26.83,3.66,Home & Kitchen,1
100650,36,Female,804643.57,26486.22,9,,0,34.0,59.19,3.32,Sports,1
100599,18,Female,631687.36,33025.96,9,1094.0,14,,58.49,4.06,Fashion,1
101044,30,Female,1352148.61,53112.97,27,2348.07,88,8.0,16.29,2.76,Books,1
100553,19,Male,547714.29,26635.84,15,988.27,36,32.0,76.72,3.22,Books,1
101299,45,Female,534940.61,2228.91,0,1140.66,152,5.0,13.07,2.39,Home & Kitchen,0
100130,39,Female,1144895.45,108349.22,32,2472.75,9,43.0,13.9,4.11,Fashion,1
101062,43,Female,647552.11,40545.55,31,2540.52,61,5.0,52.82,2.93,Fashion,1
100332,33,Female,1020818.25,6740.5,5,1269.46,16,8.0,21.83,4.47,Home & Kitchen,0
100324,27,Female,1086388.07,13744.51,1,1794.57,16,12.0,13.21,4.72,Fashion,0
100681,35,Female,529068.69,19896.89,13,1210.1,30,42.0,73.06,3.68,Home & Kitchen,1
100479,20,Female,633729.54,9493.21,5,2175.52,6,41.0,28.58,3.86,Electronics,1
100562,19,Male,427249.38,31936.19,9,1025.36,21,25.0,82.15,4.39,Fashion,1
100136,29,Male,769994.37,53642.91,27,3471.22,1,31.0,5.98,4.42,Electronics,1
100507,18,Male,738530.31,8502.13,2,2857.36,15,27.0,13.65,3.59,Electronics,1
100514,31,Female,913982.69,9996.64,7,1118.36,15,33.0,24.19,4.87,Sports,1
101372,48,Female,619926.33,5879.59,3,1180.06,125,7.0,22.34,3.38,Fashion,0
100436,20,Female,724546.43,7803.62,2,1596.54,12,20.0,10.06,4.63,Fashion,1
100874,33,Female,973977.85,56585.5,12,3193.98,135,6.0,20.21,4.46,Home & Kitchen,0
101463,40,Male,705596.07,4560.87,4,1129.94,150,0.0,16.57,3.16,Sports,0
100753,32,Female,695189.79,14052.07,18,1230.65,28,37.0,78.79,3.67,Electronics,1
100666,49,Female,445929.34,7688.11,12,,9,35.0,77.25,3.8,Fashion,1
100159,30,Female,1063054.92,88598.16,35,2962.0,7,36.0,22.62,4.39,Home & Kitchen,1
101254,30,Male,435330.75,939.93,3,1826.57,185,3.0,7.09,3.99,Sports,0
101293,30,Female,473351.31,7731.53,1,1830.14,70,1.0,19.59,2.24,Electronics,0
100576,26,Male,388639.5,19324.23,4,1290.1,14,43.0,83.79,4.76,Home & Kitchen,1
100353,26,Female,731617.85,7897.15,7,2563.24,13,39.0,10.23,3.42,Electronics,1
100938,49,Male,936589.63,58048.27,20,2806.38,90,10.0,18.57,2.71,Fashion,1
101296,57,Male,603926.4,3776.77,2,1448.74,141,5.0,22.16,2.7,Fashion,1
101393,27,Female,479088.29,3429.33,3,1505.94,102,,22.26,3.08,Sports,1
101301,28,Male,544421.47,2771.51,0,2206.6,190,1.0,9.85,2.68,Beauty,0
100592,42,Female,656989.94,12049.75,14,1263.54,34,44.0,70.49,3.01,Sports,0
100665,26,Male,530379.91,27757.03,2,1105.26,16,20.0,49.52,4.48,Fashion,1
100196,37,Female,1539655.12,101766.93,30,1948.51,5,38.0,18.58,4.63,Sports,1
101241,37,Male,639224.85,2047.08,0,1454.41,151,1.0,0.0,3.27,Books,0
101049,68,Female,691079.48,43399.68,23,2760.75,62,10.0,33.29,3.32,Home & Kitchen,1
100439,25,Female,828405.1,15027.54,3,1716.47,7,21.0,12.85,2.9,Fashion,0
101436,41,Male,699405.9,5555.6,3,1688.53,199,1.0,30.48,2.84,Electronics,0
100644,18,Female,618085.78,14144.22,18,1315.8,4,33.0,76.11,2.63,Fashion,1
100097,44,Female,1135429.23,99506.86,24,2883.52,7,45.0,13.49,4.07,Fashion,1
100585,37,Female,424070.87,26400.2,17,1509.79,10,25.0,81.4,2.37,Home & Kitchen,1
101215,39,Female,422561.51,2260.41,1,897.45,77,5.0,21.01,3.16,Books,1
100157,37,Male,1148397.48,110121.07,27,3160.67,13,56.0,2.03,4.71,Home & Kitchen,1
100420,28,Female,749883.54,6944.96,4,1833.91,15,28.0,22.07,2.69,Electronics,1
100411,28,Male,695033.47,1295.65,3,1100.56,12,30.0,28.75,4.08,Sports,1
101223,29,Male,702238.26,4921.52,2,831.45,206,6.0,5.92,3.12,Beauty,0
100478,23,Female,799557.66,13922.3,5,1487.26,5,25.0,14.44,3.1,Fashion,1
100515,35,Male,712708.01,8217.85,2,1577.58,26,38.0,16.16,4.07,Beauty,1
101286,45,Female,406351.99,1822.42,3,1584.51,171,7.0,27.64,3.43,Fashion,1
101454,36,Male,392625.8,3914.33,2,1131.63,153,11.0,40.61,2.59,Beauty,0
101119,35,Male,995676.45,17104.12,20,3317.26,123,0.0,45.3,4.02,Fashion,0
100448,29,Male,460688.41,7770.55,1,2070.32,22,10.0,29.15,3.55,Beauty,1
100179,18,Male,1374288.18,74758.1,21,3425.94,9,34.0,14.63,4.94,Beauty,1
100391,18,Male,744298.66,17136.36,6,2091.5,16,26.0,17.86,3.09,Books,0
101290,38,Male,308806.03,4065.72,4,655.53,126,2.0,15.53,4.16,Sports,0
101308,27,Male,698176.99,2845.5,0,1045.38,191,7.0,7.66,2.9,Sports,0
101367,18,Male,454270.34,6028.44,2,200.0,63,3.0,36.2,3.12,Books,0
101048,42,Female,1342336.54,43992.13,18,2399.04,68,8.0,20.53,3.61,Beauty,0
101143,40,Male,235402.12,6408.77,4,1222.07,109,0.0,25.42,1.66,Home & Kitchen,1
100635,29,Male,513488.45,25229.54,18,1523.91,18,46.0,82.68,3.31,Fashion,1
100866,42,Male,758708.85,46756.5,22,3013.94,90,10.0,32.16,3.02,Electronics,1
100788,24,Male,516450.01,22306.54,14,1753.97,27,23.0,78.48,,Electronics,1
100745,39,Male,625484.86,26340.87,6,823.34,23,30.0,75.35,2.99,Fashion,1
100860,42,Female,1409241.11,40267.96,16,2263.89,95,8.0,24.52,3.11,Home & Kitchen,1
100295,20,Male,929412.28,11069.72,1,1738.0,10,21.0,17.11,4.0,Electronics,0
100545,25,Female,597646.96,26810.67,10,1169.26,11,26.0,67.46,4.41,Books,0
101363,19,Female,419979.82,2700.01,2,1252.82,172,5.0,8.0,2.65,Home & Kitchen,1
100089,23,Female,688650.31,109503.03,42,3607.98,8,37.0,12.35,4.42,Electronics,1
101032,55,Female,968891.47,35493.74,17,3633.57,113,11.0,38.89,2.51,Home & Kitchen,0
101380,43,Female,433602.56,3914.3,0,898.16,157,6.0,8.04,2.0,Sports,0
100577,34,Male,837588.87,11320.67,20,1297.09,29,27.0,82.32,3.52,Fashion,1
100907,18,Female,1221961.5,40635.77,11,3569.41,104,5.0,42.79,3.31,Fashion,0
101388,28,Male,411408.77,3980.98,3,903.51,166,3.0,11.72,3.14,Fashion,0
101092,35,Female,831518.56,40269.09,11,2288.86,73,1.0,43.68,3.98,Electronics,0
100944,26,Male,811540.55,46344.53,18,2463.08,130,10.0,23.64,3.0,Fashion,1
100291,23,Female,520402.47,11837.8,5,1603.07,15,18.0,25.98,3.37,Electronics,0
101419,42,Female,449053.45,6542.81,1,765.16,151,7.0,14.23,2.95,Home & Kitchen,0
101019,32,Male,667404.68,41427.73,21,3004.48,122,9.0,5.57,1.93,Sports,0
100349,32,Male,506768.66,4008.57,7,2239.15,9,31.0,12.83,4.81,Electronics,0
100568,18,Female,475940.86,12039.86,14,1438.38,10,26.0,71.53,3.14,Home & Kitchen,1
101413,41,Female,229700.17,3344.51,4,1078.26,103,0.0,33.55,4.01,Electronics,0
101059,49,Male,1116641.63,49217.16,19,2725.1,90,12.0,38.83,2.61,Books,1
100600,56,Female,414701.1,25633.49,23,1389.17,15,29.0,59.74,3.56,Beauty,1
100459,22,Male,708184.95,11638.07,5,2569.36,2,27.0,12.63,3.86,Beauty,1
100376,22,Female,1021904.13,9890.2,3,1593.49,0,25.0,18.43,3.87,Fashion,0
100334,33,Female,789112.92,16342.79,3,1837.18,12,20.0,27.23,3.13,Home & Kitchen,0
100757,21,Male,432351.85,27696.5,15,1278.6,37,46.0,71.69,,Beauty,1
101324,18,Female,370956.73,6508.93,4,1702.28,170,3.0,17.32,2.77,Home & Kitchen,0
100712,27,Male,596357.03,20811.26,14,,9,40.0,73.15,4.75,Sports,1
101390,55,Female,358927.06,5811.0,0,689.43,119,3.0,19.07,3.61,Sports,0
100567,28,Female,294167.26,15618.68,18,1294.02,17,26.0,67.87,2.92,Home & Kitchen,1
100329,26,Male,941019.13,3654.91,6,1572.46,13,17.0,17.07,3.79,Beauty,0
100319,26,Male,1001649.48,5618.14,3,2012.31,15,25.0,28.07,4.91,Books,1
101303,47,Male,150000.0,3251.28,1,1733.15,155,2.0,3.25,3.45,Home & Kitchen,0
100953,41,Male,821196.44,41477.69,9,2973.33,86,1.0,24.33,2.55,Fashion,1
100013,37,Male,1295455.72,77657.08,36,3570.58,10,42.0,15.08,4.57,Home & Kitchen,1
100172,33,Female,1330412.53,25571.4,26,3445.42,0,34.0,3.84,4.35,Electronics,1
100261,27,Female,582086.52,7137.41,1,1796.32,11,28.0,29.18,3.11,Beauty,1
100820,39,Female,450873.82,14432.92,16,1007.85,12,39.0,78.52,1.53,Electronics,1
101495,50,Female,535047.04,1161.75,1,400.27,190,7.0,12.34,3.34,Fashion,0
100797,42,Female,570323.71,37104.0,17,718.48,21,18.0,65.92,3.6,Electronics,1
100139,31,Male,1136698.25,82704.54,29,2775.03,7,,0.0,4.14,Fashion,1
100550,32,Female,564828.92,36851.42,4,1215.05,0,31.0,68.4,3.55,Beauty,1
100616,30,Female,720428.71,24974.29,21,1592.24,15,33.0,47.29,3.52,Fashion,0
100846,22,Female,1090198.95,83394.21,4,4188.29,99,3.0,41.56,3.22,Home & Kitchen,0
100778,26,Male,627349.09,11517.16,12,1528.97,34,30.0,48.73,3.41,Electronics,1
100559,41,Male,623975.48,15193.91,9,1164.92,12,32.0,44.64,2.93,Beauty,1
100140,33,Female,937499.35,118141.93,35,3905.71,0,42.0,14.55,4.65,Electronics,1
101310,21,Female,431388.42,6941.06,2,1071.21,103,5.0,9.46,3.19,Beauty,0
101024,27,Male,1182975.46,61900.63,21,2762.0,105,10.0,38.53,2.55,Books,1
100225,44,Female,1294351.84,98333.23,33,3539.65,8,46.0,3.3,3.82,Sports,1
100964,30,Male,1065883.1,59749.56,36,2413.1,116,8.0,40.41,3.41,Books,1
100410,34,Female,663318.0,7257.13,2,1843.73,5,22.0,32.71,3.47,Fashion,0
100326,36,Male,824389.16,5892.81,4,2598.82,9,31.0,22.08,3.97,Fashion,1
100300,21,Female,182316.67,9784.82,8,1926.79,0,23.0,21.64,4.48,Home & Kitchen,1
100994,54,Male,972077.77,61867.36,16,2386.86,163,10.0,49.62,2.81,Home & Kitchen,1
101033,42,Male,720132.05,24785.77,16,3023.76,108,2.0,52.67,3.83,Sports,1
100671,32,Female,599617.57,30131.75,25,1311.64,21,46.0,78.36,,Home & Kitchen,1
101480,28,Male,222501.31,3937.8,3,1460.8,122,2.0,15.07,3.78,Fashion,0
100947,37,Male,497376.57,68301.77,18,2592.61,118,11.0,31.48,2.54,Electronics,0
101270,30,Female,527550.05,5188.39,3,1515.19,150,0.0,19.05,3.31,Sports,0
100574,23,Female,475151.91,22427.6,10,1577.16,34,29.0,51.62,3.74,Fashion,1
100504,36,Male,720707.63,13433.97,5,1082.88,2,29.0,40.51,3.43,Fashion,1
101038,42,Female,791019.78,53509.79,6,2112.59,116,11.0,47.66,3.94,Sports,1
100004,40,Male,1142842.07,63334.12,22,3664.22,3,27.0,4.72,4.05,Beauty,0
101469,42,Female,580226.32,2569.61,2,645.53,132,4.0,13.56,3.49,Books,0
100468,41,Male,527848.64,12723.21,2,1623.06,15,19.0,28.85,3.23,Beauty,0
100322,22,Male,729871.24,200.0,5,1671.57,2,23.0,19.62,4.4,Books,0
100006,41,Female,1439060.01,93483.93,22,3783.78,9,55.0,12.03,5.0,Fashion,1
100974,38,Male,922617.4,39010.46,10,2876.25,103,5.0,15.99,3.5,Home & Kitchen,1
100548,18,Female,495609.57,19178.54,10,1381.67,19,35.0,51.93,3.15,Fashion,1
101477,48,Female,372639.38,4117.37,2,1561.69,135,10.0,10.52,4.7,Fashion,0
100040,23,Male,1240742.31,82480.14,25,2970.85,4,32.0,6.73,3.5,Books,1
100543,46,Male,579926.1,30338.82,7,1502.54,2,54.0,67.24,3.07,Electronics,1
