User_ID,Product_ID,Product_Category,Rating,Price,Purchase_Status,Number_of_Views,Cart_Status,Time_Spent,Previous_Purchases
1561,5533,Beauty,3.0,15.38,0,9,0,4.86,6
2706,5736,Home & Kitchen,5.0,11.12,0,4,1,4.53,2
2066,5749,Sports,4.0,7.53,1,7,1,5.01,5
2238,6056,Home & Kitchen,3.0,38.52,0,9,1,3.52,5
1915,5927,Electronics,3.0,50.28,1,10,1,3.19,5
1325,5117,Beauty,4.0,10.61,0,8,0,2.03,6
2793,6213,Fashion,4.0,24.91,0,2,1,4.49,2
2545,6137,Home & Kitchen,3.0,39.11,0,6,0,5.24,3
2990,5156,Beauty,3.0,16.15,0,5,0,5.6,3
2710,6442,Sports,3.0,27.37,0,3,0,,5
1582,5991,Fashion,4.0,18.14,0,8,0,3.18,4
1508,5127,Home & Kitchen,3.0,50.35,1,8,1,2.25,4
1496,5737,Electronics,2.0,45.18,0,7,0,1.82,5
2837,6254,Home & Kitchen,3.0,16.9,0,7,0,0.89,0
2113,5419,Beauty,3.0,13.24,1,6,1,5.32,4
1908,6399,Beauty,3.0,20.41,0,8,0,4.45,2
2936,5627,Fashion,3.0,38.04,0,6,0,7.28,4
2206,5339,Electronics,3.0,191.51,0,6,0,3.6,2
2818,5534,Beauty,4.0,18.74,0,6,1,3.86,3
2969,5787,Beauty,4.0,44.04,0,7,0,4.37,2
1158,6032,Electronics,4.0,42.75,1,4,0,4.54,3
1723,6391,Beauty,4.0,10.37,0,5,0,2.7,3
2468,5292,Electronics,4.0,85.58,0,12,1,3.96,5
2626,6440,Home & Kitchen,3.0,46.9,0,8,1,5.04,3
1296,5791,Beauty,4.0,19.97,1,9,0,,4
1636,5191,Sports,3.0,136.48,0,11,0,2.62,2
2096,6389,Sports,4.0,20.14,1,6,1,4.07,3
2598,5523,Sports,2.0,64.76,0,5,0,3.85,4
1225,5930,Fashion,4.0,14.07,0,12,1,3.61,4
2201,6047,Books,3.0,13.44,0,5,1,5.23,3
1592,5020,Home & Kitchen,3.0,33.42,0,6,1,7.2,7
1432,5332,Home & Kitchen,5.0,38.24,0,17,1,4.71,1
2030,6029,Sports,4.0,39.16,0,5,1,2.54,2
1828,5487,Fashion,3.0,24.89,0,6,1,1.64,3
2271,5013,Electronics,3.0,60.08,0,8,0,3.77,5
1635,5034,Sports,4.0,8.91,1,8,1,5.29,3
2646,6239,Beauty,3.0,31.4,0,5,1,3.41,6
1156,5230,Beauty,3.0,7.58,0,4,0,4.03,3
2723,5150,Electronics,3.0,50.67,0,5,1,6.65,3
1059,5843,Beauty,4.0,21.84,1,7,1,4.8,7
2471,5178,Fashion,3.0,11.28,0,6,1,3.86,4
1692,5979,Beauty,3.0,16.37,0,6,0,1.76,2
1766,5816,Beauty,4.0,29.17,0,5,1,4.92,5
1038,5973,Sports,4.0,22.69,0,5,0,4.55,4
2404,5737,Books,4.0,8.28,0,12,0,5.26,4
1330,6167,Fashion,3.0,12.74,1,6,1,1.9,6
2318,5967,Electronics,4.0,53.83,1,9,1,3.87,4
2450,5622,Beauty,4.0,7.71,1,9,1,4.79,0
2690,5023,Books,3.0,10.11,0,7,1,1.63,3
2416,5410,Electronics,4.0,24.43,0,8,1,4.08,5
1603,5197,Home & Kitchen,4.0,21.62,1,2,1,5.07,5
2477,5023,Home & Kitchen,2.0,33.61,0,4,0,2.68,2
2651,5409,Fashion,4.0,20.9,1,8,1,5.47,3
1634,5309,Beauty,3.0,22.62,0,5,0,3.76,4
1248,5115,Fashion,3.0,22.12,0,3,0,3.7,3
2780,5468,Home & Kitchen,4.0,9.78,0,7,1,5.31,5
1295,5759,Books,5.0,4.19,0,9,1,,2
2187,5267,Home & Kitchen,3.0,32.59,0,7,0,1.89,4
1472,5409,Electronics,2.0,125.12,0,5,0,3.32,4
1252,5030,Books,3.0,15.19,0,7,0,4.32,1
2552,5075,Fashion,3.0,107.36,0,6,1,4.3,1
1287,5236,Sports,5.0,21.11,1,2,0,3.91,7
2340,5679,Sports,,47.59,0,5,0,2.6,4
2386,5999,Beauty,4.0,27.29,0,8,1,4.59,2
1120,6182,Electronics,3.0,165.29,0,8,0,3.72,5
1345,5944,Books,3.0,18.82,1,6,0,6.07,4
2588,5925,Sports,3.0,35.3,0,4,0,4.98,2
2014,6403,Home & Kitchen,4.0,47.08,1,10,1,4.74,2
1242,5383,Books,4.0,11.33,1,6,1,3.51,3
2983,6197,Sports,3.0,28.91,0,7,1,3.3,3
1529,6405,Sports,3.0,40.87,0,7,0,3.49,2
1008,5851,Fashion,4.0,26.42,0,7,0,4.24,4
2848,6260,Beauty,4.0,19.28,0,15,1,5.58,5
1033,5206,Fashion,3.0,61.87,0,8,0,1.68,4
2106,6318,Electronics,,78.63,0,9,0,3.17,4
2986,5846,Home & Kitchen,3.0,34.37,0,6,1,5.65,3
2155,5332,Electronics,3.0,58.59,0,2,0,2.58,1
2169,5092,Electronics,3.0,55.39,0,7,0,2.56,3
1776,6079,Sports,3.0,13.7,0,5,1,5.32,2
1253,5646,Beauty,3.0,17.36,0,3,1,4.31,5
2145,5465,Home & Kitchen,3.0,64.58,0,4,0,3.98,1
2794,5585,Fashion,4.0,16.57,0,8,0,4.79,1
1182,6486,Sports,3.0,7.18,0,9,0,3.49,1
2760,5641,Beauty,4.0,23.94,1,6,1,3.83,4
1830,5118,Beauty,3.0,20.29,0,10,0,4.1,6
2072,5419,Fashion,4.0,61.18,0,8,0,3.39,6
1330,5218,Electronics,2.0,42.46,0,9,0,3.42,1
2243,6028,Electronics,4.0,28.04,0,6,1,2.46,3
1364,6200,Electronics,4.0,56.65,0,8,1,3.13,5
1546,6261,Books,3.0,6.96,0,7,0,3.17,1
2443,5949,Home & Kitchen,3.0,11.03,0,7,0,1.03,4
1101,6152,Beauty,4.0,18.86,0,9,1,4.82,2
1894,5625,Books,2.0,6.6,0,5,0,4.12,2
2189,5941,Books,5.0,20.33,1,8,1,6.1,5
1264,5160,Fashion,3.0,25.41,0,8,1,,4
1589,5807,Home & Kitchen,3.0,19.56,1,10,1,2.44,1
1687,5836,Home & Kitchen,4.0,32.2,0,5,1,5.12,1
2327,5046,Electronics,3.0,73.5,0,4,0,1.83,3
2953,5822,Sports,2.0,42.36,0,5,0,3.64,2
2672,6084,Beauty,2.0,18.12,0,4,0,3.27,1
1379,5551,Home & Kitchen,4.0,105.24,0,6,1,6.07,6
1036,5817,Beauty,4.0,8.06,1,4,1,3.56,8
1103,5429,Sports,3.0,21.76,0,5,0,3.63,3
2191,5406,Electronics,3.0,39.22,0,7,0,4.16,3
1312,5194,Beauty,5.0,14.34,1,9,1,2.63,4
1462,5491,Books,4.0,10.8,1,4,1,2.88,3
2694,6204,Sports,3.0,34.43,0,14,0,2.43,3
2747,6403,Beauty,5.0,25.03,0,10,1,4.93,1
2678,5953,Electronics,4.0,69.61,0,6,0,4.81,4
1507,5936,Sports,4.0,32.85,1,7,1,2.56,4
2239,5920,Sports,4.0,32.05,0,5,1,3.33,5
2221,5713,Home & Kitchen,3.0,24.73,0,5,0,3.95,2
1370,5634,Beauty,4.0,12.86,0,11,0,1.91,2
2107,5931,Beauty,4.0,10.56,0,5,0,4.52,5
2050,6176,Electronics,4.0,94.83,0,10,0,2.35,5
1792,5620,Fashion,2.0,6.23,0,10,0,1.42,2
2503,5848,Sports,4.0,32.4,1,9,1,4.01,2
2355,5705,Books,4.0,14.45,0,6,0,4.68,4
2065,5428,Fashion,3.0,44.96,1,7,0,5.18,5
2451,5435,Home & Kitchen,4.0,7.45,1,6,1,4.47,4
2526,5118,Books,3.0,6.88,0,5,0,2.69,1
2133,5659,Electronics,4.0,40.18,1,3,1,6.33,1
1535,6068,Fashion,4.0,17.39,0,5,0,3.81,1
2516,6028,Electronics,3.0,139.94,0,11,0,2.6,1
2435,6478,Fashion,4.0,14.67,0,6,1,5.23,3
2966,5059,Beauty,3.0,28.86,0,7,0,4.27,2
1299,6140,Home & Kitchen,5.0,35.95,0,8,1,6.93,4
1838,6192,Books,4.0,6.34,0,7,0,6.15,1
2848,5654,Books,5.0,5.94,1,10,1,3.36,5
2029,5424,Books,4.0,10.45,0,8,0,2.05,4
2885,5535,Sports,4.0,28.28,0,8,0,3.13,1
1024,6023,Sports,2.0,9.65,0,7,0,0.36,2
1070,6293,Beauty,4.0,9.44,0,7,1,3.88,6
2592,5964,Books,3.0,10.62,1,11,1,5.47,1
1716,5771,Electronics,4.0,28.74,0,5,1,3.75,2
2040,5978,Sports,2.0,52.39,0,7,0,4.55,5
1856,5105,Electronics,4.0,24.06,1,7,1,4.99,6
1815,5912,Home & Kitchen,3.0,27.37,0,6,1,6.02,2
2878,5063,Fashion,4.0,35.15,0,9,0,4.17,2
1188,6438,Beauty,2.0,8.98,0,8,1,3.55,3
2544,6333,Sports,4.0,12.54,0,6,0,2.92,5
2779,5762,Electronics,4.0,86.02,0,8,1,6.28,0
2314,5561,Beauty,3.0,29.43,1,7,1,2.94,5
1790,6098,Fashion,3.0,20.81,0,8,0,6.66,3
1320,5956,Electronics,4.0,49.58,0,5,0,3.22,4
2365,6058,Home & Kitchen,4.0,11.77,1,9,1,2.67,7
1937,5773,Beauty,4.0,18.51,0,4,0,4.29,6
1298,5354,Fashion,3.0,7.09,1,7,1,4.2,5
1719,5109,Home & Kitchen,3.0,70.58,0,9,0,1.43,4
2923,5424,Books,4.0,8.05,1,6,1,,5
1530,5793,Home & Kitchen,3.0,17.53,0,4,1,0.88,2
1356,5636,Books,3.0,5.91,0,10,0,6.68,5
2363,5759,Books,4.0,9.71,0,10,1,1.83,6
1399,5416,Home & Kitchen,3.0,24.0,0,8,0,4.32,0
2839,6406,Beauty,5.0,17.45,0,9,1,4.73,5
2717,5550,Sports,4.0,14.56,0,9,1,5.37,2
2967,6269,Home & Kitchen,3.0,62.58,0,5,0,1.56,1
2825,5586,Home & Kitchen,5.0,21.95,1,3,1,4.34,5
1487,5665,Fashion,4.0,6.08,0,10,1,2.35,5
1424,5905,Electronics,4.0,50.65,0,7,1,4.21,1
1685,5394,Electronics,3.0,39.78,1,6,0,0.87,4
1939,5329,Home & Kitchen,3.0,60.02,1,8,0,4.66,4
2759,5568,Sports,4.0,15.99,1,8,1,5.84,4
2466,6206,Fashion,4.0,17.3,0,10,1,3.53,2
2288,5216,Fashion,3.0,26.34,1,9,1,4.06,1
2756,5656,Fashion,3.0,33.51,0,7,1,4.76,4
2291,6008,Beauty,3.0,40.08,0,9,0,4.43,4
1758,6059,Fashion,4.0,13.45,0,7,1,1.43,0
1826,5651,Fashion,2.0,49.8,0,5,1,1.89,4
2034,5122,Electronics,4.0,117.18,0,3,0,2.95,6
1177,5023,Fashion,4.0,14.33,1,9,1,4.09,4
2483,5704,Fashion,2.0,13.29,0,8,1,3.17,5
2305,6215,Sports,4.0,37.45,1,4,1,3.79,4
2462,5042,Books,2.0,8.59,0,7,0,5.35,6
2067,6331,Home & Kitchen,3.0,41.12,0,7,1,3.29,3
2565,6013,Electronics,3.0,51.67,0,8,0,2.22,4
2899,5012,Electronics,2.0,67.05,0,9,0,4.67,3
2139,5515,Fashion,3.0,21.55,0,9,1,5.76,7
1888,5330,Home & Kitchen,4.0,40.77,0,7,1,,3
1209,6423,Beauty,3.0,9.75,0,4,0,2.94,3
2557,5832,Fashion,3.0,25.57,1,9,1,3.66,2
2807,5486,Home & Kitchen,3.0,72.56,0,10,1,3.24,4
2398,5417,Fashion,5.0,50.91,1,3,1,3.99,1
2731,5845,Beauty,4.0,20.59,1,7,0,0.67,4
2722,5007,Sports,3.0,16.05,0,6,0,3.92,3
2596,5386,Electronics,4.0,189.04,0,9,0,3.66,8
2005,5248,Home & Kitchen,3.0,40.78,0,10,1,5.31,4
1199,5930,Beauty,3.0,48.43,0,6,0,1.65,4
1006,6003,Sports,3.0,38.04,0,13,0,2.33,3
1408,5700,Beauty,3.0,3.9,0,1,0,3.81,5
1862,5210,Beauty,3.0,51.35,0,9,0,5.87,1
2487,5555,Sports,4.0,48.65,0,13,1,3.84,7
1911,6264,Home & Kitchen,4.0,32.73,0,8,0,3.53,2
1046,5305,Beauty,3.0,5.59,0,8,1,2.7,1
1420,5245,Fashion,3.0,41.6,1,6,1,3.84,3
2958,5167,Home & Kitchen,2.0,41.59,1,4,1,2.2,2
2976,6225,Electronics,2.0,222.21,0,10,0,1.97,2
1754,5179,Home & Kitchen,4.0,83.33,0,5,1,4.53,3
2609,5872,Electronics,4.0,174.35,0,7,0,2.52,4
2438,6498,Fashion,5.0,27.0,0,8,1,4.88,4
2862,5962,Home & Kitchen,3.0,36.08,1,9,1,3.83,4
2775,5618,Beauty,3.0,22.85,0,11,0,5.46,7
2257,5310,Books,3.0,5.74,0,5,0,2.09,3
1789,5002,Electronics,3.0,66.69,0,5,0,4.91,3
2253,5233,Books,4.0,7.97,0,5,1,3.73,5
1638,6429,Fashion,4.0,48.91,0,5,0,1.5,4
1696,5215,Sports,3.0,69.03,0,5,0,2.64,3
2217,5029,Sports,3.0,44.78,1,7,1,2.8,4
2142,6224,Books,3.0,5.16,0,10,1,4.55,0
2161,5627,Electronics,2.0,195.84,0,9,0,2.49,2
1769,5535,Books,3.0,15.55,0,9,0,2.07,2
1818,6076,Electronics,4.0,80.15,0,9,1,3.31,3
1020,5784,Books,5.0,12.65,0,4,0,5.03,3
2203,6371,Beauty,3.0,7.14,1,10,0,4.15,6
2151,5701,Home & Kitchen,4.0,29.26,1,7,1,,5
2870,6069,Home & Kitchen,3.0,70.87,1,6,1,4.66,3
2008,6318,Electronics,3.0,25.41,0,8,0,2.42,4
1935,5695,Sports,4.0,11.35,0,6,1,6.46,0
1135,5426,Sports,4.0,52.04,0,5,0,6.21,3
1393,6461,Books,4.0,12.1,1,5,1,3.01,4
1676,5340,Sports,4.0,11.63,0,8,1,4.01,2
1754,5058,Books,3.0,7.53,0,9,0,3.74,3
1725,5867,Books,4.0,10.93,0,7,1,3.03,7
1788,6480,Home & Kitchen,3.0,37.13,0,8,1,5.23,3
2537,5129,Sports,3.0,38.26,0,3,0,1.34,2
1262,6274,Fashion,4.0,19.13,1,5,1,3.14,4
1664,6245,Sports,4.0,34.85,0,5,0,4.46,4
1325,6393,Beauty,4.0,26.84,0,8,1,6.19,6
1615,5632,Home & Kitchen,3.0,46.85,0,6,0,5.79,2
2369,5382,Beauty,4.0,14.62,0,3,0,2.5,10
1093,5768,Fashion,3.0,37.9,0,11,1,2.79,1
1678,5213,Beauty,4.0,9.59,0,7,0,3.17,7
1047,6264,Home & Kitchen,3.0,21.65,0,7,1,5.95,5
2909,5994,Fashion,3.0,41.59,0,5,1,4.29,4
2454,5724,Books,4.0,14.03,0,7,1,8.07,3
1487,5773,Electronics,2.0,56.71,0,8,0,4.79,4
1396,6068,Sports,,19.43,0,7,1,6.33,6
1197,5784,Fashion,3.0,16.89,1,7,0,3.66,3
1945,6259,Fashion,3.0,34.81,0,7,1,2.57,2
2507,6386,Electronics,4.0,84.77,0,3,1,7.12,7
2168,6424,Electronics,3.0,41.09,0,9,0,1.91,0
2762,5930,Electronics,3.0,102.41,0,5,1,4.1,4
1687,6113,Sports,4.0,25.07,0,9,0,4.07,4
1556,5466,Books,4.0,4.9,1,5,0,2.8,5
1956,5057,Beauty,3.0,13.5,0,8,0,4.39,2
1404,5600,Electronics,3.0,69.92,0,8,0,3.62,4
2951,6307,Books,5.0,13.66,1,7,1,2.5,4
1371,5200,Beauty,4.0,26.23,1,8,0,1.91,6
1957,5818,Beauty,3.0,16.89,0,7,0,4.46,4
2044,5288,Books,4.0,10.25,0,9,1,2.71,1
1114,5643,Home & Kitchen,3.0,29.3,0,7,1,3.01,2
1936,5215,Home & Kitchen,4.0,20.57,0,6,0,2.51,4
1909,6102,Sports,3.0,28.82,1,12,1,2.79,4
1518,6215,Beauty,3.0,5.57,0,7,1,3.57,2
1255,6137,Sports,3.0,69.85,0,9,0,2.02,2
1090,6057,Sports,3.0,33.62,0,6,0,3.27,1
1017,5352,Books,4.0,11.84,1,6,1,4.6,5
1962,5795,Fashion,3.0,15.37,1,7,1,4.71,7
1179,5157,Electronics,3.0,73.57,0,5,0,2.93,3
2918,5561,Home & Kitchen,4.0,40.69,0,6,1,2.64,2
1489,5758,Beauty,3.0,15.5,1,7,0,5.58,6
2305,6002,Sports,4.0,26.72,1,7,1,4.4,3
2346,5145,Fashion,3.0,10.38,0,6,1,4.51,1
1991,6219,Sports,3.0,83.97,0,4,1,5.49,3
2767,5688,Sports,4.0,19.03,0,12,1,5.56,7
1221,6321,Sports,4.0,20.59,0,9,0,5.21,5
1468,5791,Sports,3.0,72.61,0,13,0,1.37,3
1504,5820,Books,4.0,12.19,1,8,1,2.99,4
1270,6038,Beauty,2.0,27.46,0,7,0,1.76,6
1589,6229,Home & Kitchen,3.0,13.74,1,11,1,5.98,3
1625,5236,Home & Kitchen,3.0,36.5,1,7,1,3.27,8
2529,5766,Sports,,12.57,1,6,1,2.6,3
1603,5044,Fashion,3.0,13.88,0,8,0,4.31,4
2753,5711,Beauty,5.0,54.9,0,9,1,4.83,3
2545,6220,Beauty,3.0,9.27,0,6,0,4.46,4
2803,6298,Beauty,4.0,26.66,0,4,1,3.64,3
1210,5425,Home & Kitchen,4.0,17.99,0,6,0,5.54,0
2969,5579,Sports,4.0,17.59,0,4,0,3.11,3
2227,5827,Electronics,2.0,277.94,0,10,0,1.67,4
2964,5593,Sports,5.0,28.24,0,9,0,3.3,5
1709,5267,Sports,3.0,11.97,0,8,0,3.2,3
2905,5457,Books,4.0,13.68,1,5,1,4.65,7
2177,5606,Books,4.0,18.49,1,8,1,5.25,8
1143,5778,Home & Kitchen,3.0,53.03,1,13,1,2.89,2
1820,6381,Electronics,2.0,58.79,0,7,0,0.59,2
1275,5817,Beauty,5.0,16.37,1,5,1,6.65,11
2882,5580,Electronics,3.0,47.07,1,9,0,4.2,4
1608,5990,Fashion,3.0,11.48,0,9,0,0.81,2
1444,6159,Sports,4.0,36.56,0,11,0,1.52,2
2105,5645,Beauty,3.0,15.54,0,7,0,4.16,3
1850,5733,Beauty,4.0,7.61,0,4,0,2.86,1
1193,5326,Sports,5.0,28.68,0,7,1,5.68,0
2632,6297,Electronics,3.0,42.03,1,7,1,3.05,1
2691,6300,Sports,2.0,35.38,0,2,1,3.32,3
2485,5262,Beauty,3.0,19.95,0,6,1,,6
2233,5519,Home & Kitchen,2.0,26.06,0,8,1,3.66,7
1805,5407,Home & Kitchen,3.0,32.48,0,8,1,3.96,2
2084,6384,Beauty,5.0,18.68,0,5,1,5.72,4
2041,5097,Beauty,3.0,31.19,0,13,1,4.5,3
1330,5311,Home & Kitchen,3.0,31.75,0,4,0,3.77,4
1163,5472,Fashion,4.0,17.37,0,6,0,4.89,2
1506,5840,Fashion,4.0,20.14,0,8,1,5.84,3
1908,5373,Home & Kitchen,3.0,88.12,0,3,0,1.55,6
1320,5804,Fashion,3.0,13.37,0,6,1,2.78,5
1213,6120,Beauty,4.0,15.73,0,6,1,4.08,4
2703,6242,Books,3.0,7.79,0,6,0,3.77,3
1749,5148,Electronics,4.0,58.64,0,8,0,2.96,2
2168,5208,Fashion,2.0,11.24,0,6,0,0.84,4
2048,5142,Electronics,4.0,55.2,0,11,0,3.57,2
2470,6364,Books,4.0,6.31,0,9,0,4.48,3
2479,5978,Sports,3.0,35.28,1,7,1,5.99,3
1592,5797,Fashion,3.0,45.28,0,8,0,3.92,3
2695,6186,Home & Kitchen,3.0,40.69,0,7,1,3.84,6
1742,5879,Sports,,31.84,1,12,0,2.85,5
2670,5353,Books,4.0,11.78,0,6,1,3.78,4
1809,5765,Beauty,5.0,20.21,1,14,1,3.34,4
1221,6054,Fashion,2.0,23.51,0,10,1,4.81,4
2520,5054,Sports,4.0,50.78,0,5,0,4.4,5
1060,5909,Sports,3.0,24.67,1,6,1,5.9,2
2544,5745,Beauty,5.0,8.36,0,5,0,4.14,4
1086,5104,Electronics,4.0,45.34,1,7,1,4.64,4
1413,5395,Sports,4.0,18.98,0,7,1,1.78,4
2206,5672,Electronics,3.0,205.77,0,8,1,4.39,4
2883,5514,Books,3.0,17.59,0,7,0,4.94,6
1816,5435,Books,3.0,9.62,0,5,0,3.89,0
1241,5973,Beauty,3.0,11.57,1,5,1,3.65,2
1465,5606,Beauty,3.0,30.28,1,7,0,3.56,5
2792,5746,Electronics,2.0,68.92,0,4,0,6.11,2
2453,6197,Books,4.0,7.41,0,8,1,1.44,6
1200,5139,Fashion,5.0,25.19,1,9,1,5.81,8
1769,5539,Fashion,3.0,20.09,0,7,0,4.44,2
1529,5109,Sports,4.0,38.97,0,8,1,3.15,1
1355,6390,Books,3.0,3.96,1,7,1,4.64,2
2692,5278,Home & Kitchen,3.0,42.69,0,7,0,4.45,2
2235,6229,Beauty,3.0,15.06,1,5,0,2.23,8
1358,5286,Beauty,4.0,30.69,1,9,1,5.51,5
2301,5486,Fashion,3.0,47.59,1,9,1,4.23,2
1827,5912,Beauty,4.0,40.43,0,9,1,2.75,2
1122,6247,Books,4.0,29.34,0,9,1,6.24,3
1899,5266,Home & Kitchen,2.0,72.57,0,2,0,4.35,3
1370,5319,Sports,3.0,50.18,0,6,1,4.37,3
1490,6322,Sports,4.0,14.3,1,8,1,5.44,5
2757,5482,Books,3.0,2.17,1,5,1,3.77,4
2420,5314,Sports,3.0,54.39,0,5,0,5.02,4
1268,6115,Books,4.0,5.19,1,5,1,4.93,3
2702,5136,Sports,2.0,140.11,0,3,0,2.74,3
2148,6300,Books,4.0,3.36,0,6,1,3.55,2
2749,6313,Sports,3.0,48.88,0,7,1,3.15,0
2494,6284,Books,4.0,10.08,1,9,1,6.02,3
1678,5442,Books,3.0,3.58,0,6,0,1.57,5
2069,5171,Books,4.0,10.05,1,4,1,4.18,3
2061,5638,Beauty,4.0,11.18,1,10,1,6.02,1
2439,5501,Sports,2.0,28.3,0,9,0,2.1,4
1496,6438,Books,4.0,8.56,1,10,1,4.06,4
1666,5947,Home & Kitchen,5.0,20.68,0,3,0,5.38,1
1489,6416,Electronics,,52.24,0,9,0,3.39,2
1592,6126,Books,3.0,5.31,1,8,1,4.1,2
1322,6072,Beauty,3.0,5.68,1,5,1,3.39,3
1073,5167,Home & Kitchen,4.0,34.96,0,4,0,2.23,6
2880,5103,Sports,4.0,65.77,0,8,1,3.32,6
1148,5069,Electronics,2.0,40.39,0,5,0,2.75,3
2775,5890,Home & Kitchen,2.0,95.04,0,5,1,1.41,3
1006,5302,Fashion,4.0,78.04,0,5,0,5.89,4
2554,6483,Fashion,3.0,18.01,1,7,0,4.5,3
1656,5198,Books,4.0,7.78,0,7,0,3.26,4
2035,6420,Beauty,4.0,13.67,0,9,0,3.21,5
1564,6001,Electronics,3.0,31.75,1,9,1,3.29,5
1981,5159,Home & Kitchen,3.0,28.6,0,6,0,2.65,1
1903,5087,Fashion,3.0,19.37,1,6,1,3.2,5
2059,5593,Books,3.0,9.43,0,4,0,2.28,1
1786,5508,Fashion,3.0,26.01,0,5,0,4.77,3
2073,5473,Home & Kitchen,2.0,15.17,0,8,0,1.09,8
2650,5792,Home & Kitchen,3.0,47.28,0,5,1,4.02,3
1869,5194,Fashion,3.0,20.64,0,6,0,2.45,3
1722,5194,Sports,4.0,15.42,1,5,0,5.08,3
1263,6042,Beauty,3.0,15.27,0,10,0,3.7,0
1719,6485,Home & Kitchen,3.0,36.63,0,5,0,4.25,0
1251,5410,Home & Kitchen,3.0,80.75,0,6,0,2.84,1
1365,6397,Sports,4.0,66.26,1,8,1,5.83,4
2904,5517,Electronics,4.0,46.97,1,7,1,1.97,2
1178,5503,Books,4.0,8.07,0,5,1,2.72,3
1964,5135,Beauty,2.0,10.44,0,6,0,2.3,2
2668,5634,Fashion,3.0,29.35,0,6,0,3.68,3
2906,5746,Beauty,5.0,13.25,0,6,0,3.91,5
1293,5995,Books,4.0,7.9,0,7,1,1.94,7
1327,5237,Fashion,3.0,44.47,1,10,1,2.38,6
1745,5283,Beauty,3.0,8.25,0,7,0,2.17,1
2108,5648,Beauty,4.0,39.81,0,3,0,1.36,1
2919,5104,Sports,4.0,38.96,1,11,0,2.96,7
1415,5215,Beauty,3.0,38.66,1,10,1,6.57,5
1328,5943,Sports,5.0,47.13,1,11,1,4.2,4
1506,6430,Sports,3.0,52.53,1,7,0,2.84,5
2748,5859,Books,4.0,9.14,1,13,1,3.65,7
1060,5217,Home & Kitchen,4.0,16.7,0,7,1,1.49,1
1760,6486,Sports,3.0,20.36,0,10,0,1.71,3
1237,5782,Fashion,4.0,14.42,1,4,1,2.36,3
1314,6075,Books,3.0,2.51,0,14,1,2.18,1
2833,5295,Books,4.0,16.66,1,6,1,5.06,2
1003,5867,Fashion,3.0,22.68,0,8,1,6.72,0
1643,5114,Beauty,3.0,10.29,0,12,1,5.32,1
2830,5938,Sports,3.0,95.22,0,9,0,2.73,4
2216,5303,Electronics,1.0,266.66,0,4,0,3.66,4
1143,6364,Sports,4.0,12.76,0,6,0,4.55,2
1930,5082,Sports,4.0,25.99,0,3,0,4.15,4
2941,5978,Books,3.0,7.48,0,5,1,5.95,4
1800,5209,Fashion,3.0,13.06,0,2,0,1.64,7
2057,6030,Sports,2.0,54.71,0,5,0,3.94,4
2063,5740,Sports,4.0,8.43,0,9,1,3.84,6
2320,6451,Electronics,3.0,176.75,0,9,1,3.41,5
1374,5977,Sports,4.0,31.29,0,6,0,1.44,3
2679,5557,Beauty,2.0,54.2,0,2,0,,6
2977,5131,Books,4.0,8.9,0,7,1,5.77,3
1285,5893,Electronics,3.0,54.74,1,8,1,5.16,5
2636,5661,Books,3.0,17.23,0,4,0,1.93,1
2633,5078,Beauty,3.0,53.98,0,9,0,1.21,0
2483,5871,Fashion,4.0,64.79,0,7,1,3.87,4
1741,5314,Home & Kitchen,4.0,11.31,0,7,1,3.71,5
1937,5351,Sports,4.0,68.16,0,11,0,1.57,1
2678,5013,Books,4.0,7.23,0,7,1,6.92,5
1305,5558,Fashion,3.0,22.19,0,7,0,5.69,4
2657,5327,Books,4.0,7.14,1,8,1,2.26,4
2841,5107,Beauty,4.0,12.21,0,8,1,5.85,4
2363,5651,Fashion,4.0,20.94,1,8,1,4.22,4
1682,5330,Beauty,4.0,9.58,0,6,1,4.86,2
2118,5201,Sports,3.0,68.41,0,9,1,2.66,0
1100,5700,Electronics,4.0,102.78,0,10,0,4.89,1
2863,5094,Electronics,4.0,77.1,0,5,1,7.05,2
1684,6485,Electronics,3.0,52.33,0,7,0,5.6,5
1114,5706,Beauty,4.0,12.73,0,4,0,4.75,3
2588,6494,Electronics,3.0,87.88,0,9,0,1.14,5
2315,6322,Books,3.0,10.74,0,9,0,5.2,3
2245,6469,Electronics,3.0,131.92,0,4,0,4.33,4
1108,5814,Electronics,3.0,47.16,0,10,1,2.74,5
2501,5634,Fashion,5.0,16.14,1,9,1,3.44,2
2274,6079,Sports,4.0,45.51,0,5,1,3.58,2
2587,5121,Books,3.0,15.5,0,9,0,4.72,4
2654,6260,Fashion,4.0,92.42,0,4,0,1.48,9
1423,5485,Beauty,3.0,6.0,0,4,1,3.72,3
1421,5011,Sports,4.0,70.79,0,8,1,6.2,4
2847,5356,Sports,3.0,33.21,1,8,1,4.68,4
2062,5363,Electronics,3.0,48.88,0,10,0,2.35,1
1875,5021,Books,,12.08,0,6,0,4.18,3
1574,6002,Books,4.0,11.82,1,8,1,4.6,7
2278,5142,Sports,3.0,22.63,0,8,0,0.78,2
2507,6270,Beauty,4.0,6.25,1,8,1,4.34,3
1004,5679,Home & Kitchen,3.0,78.03,0,2,0,,3
2105,6077,Books,2.0,5.72,1,10,0,1.61,8
2986,5509,Books,4.0,5.19,1,5,1,6.59,2
1561,5197,Beauty,4.0,12.15,0,8,0,4.34,2
