customer_id,total_revenue,total_purchases,avg_rating,total_pages_viewed,total_time_on_site,total_cart_abandoned,total_sessions,cluster
3455,0.0,0,4.0,23,627,1,1,0
3456,2437.7,3,4.285714285714286,49,6541,3,7,2
3457,2720.07,1,4.0,23,3915,0,3,1
3458,3372.98,1,4.333333333333333,44,2785,0,3,1
3459,0.0,0,4.0,64,2172,2,4,0
3460,727.54,1,3.5,15,865,0,2,1
3461,442.26,1,3.3333333333333335,42,1479,2,3,0
3462,3136.1400000000003,2,4.25,24,1999,1,4,1
3463,0.0,0,4.0,21,1227,0,2,0
3464,0.0,0,4.0,57,4878,1,5,2
3465,2744.0,1,3.6666666666666665,34,1093,2,3,1
3466,4520.0,1,4.25,23,2735,0,4,1
3467,3949.23,1,4.0,77,3483,2,5,2
3469,0.0,0,4.0,36,3246,3,3,0
3470,0.0,0,4.0,32,2577,1,3,0
3471,0.0,0,4.0,22,2478,2,2,0
3472,0.0,0,4.0,31,1419,1,2,0
3473,4706.65,4,4.0,114,4501,1,6,2
3474,1513.84,1,4.0,39,3265,2,3,2
3475,257.44,1,4.0,80,6736,1,6,2
3476,0.0,0,4.0,30,4834,0,3,0
3477,0.0,0,4.0,45,2936,3,3,0
3479,0.0,0,4.0,10,353,0,1,0
3480,0.0,0,4.0,45,4275,4,4,2
3481,174.59,1,4.0,54,3217,2,4,2
3482,2203.12,1,4.0,32,1701,1,2,1
3483,3297.71,1,4.0,51,3989,0,3,1
3484,0.0,0,4.0,41,4444,3,4,2
3485,0.0,0,4.0,40,1279,3,3,0
3486,5275.04,1,4.0,46,2440,1,3,1
3487,0.0,0,4.0,18,3158,2,2,0
3488,2360.82,1,4.2,85,5636,1,5,2
3489,0.0,0,4.0,15,46,0,1,0
3490,0.0,0,4.0,59,4012,2,4,2
3491,0.0,0,4.0,19,2810,2,2,0
3492,0.0,0,4.0,26,925,2,2,0
3493,1731.48,1,3.5,23,498,1,2,1
3494,0.0,0,4.0,46,1204,2,3,0
3495,0.0,0,4.0,65,3474,4,4,2
3496,0.0,0,4.0,2,1195,1,1,0
3497,0.0,0,4.0,13,1812,1,2,0
3499,250.58,1,4.25,26,5361,1,4,2
3500,0.0,0,4.0,11,857,0,1,0
3501,0.0,0,4.0,4,215,1,1,0
3502,1859.06,1,3.857142857142857,77,7917,2,7,2
3503,305.54,1,4.0,43,3130,0,4,1
3505,0.0,0,4.0,12,2400,2,2,0
3506,0.0,0,4.0,21,1724,1,1,0
3507,2470.9,1,3.8,75,3432,1,5,2
3508,436.31,1,3.3333333333333335,44,3870,2,3,2
3509,0.0,0,4.0,30,1776,1,2,0
3510,273.54,1,4.0,21,952,1,2,0
3512,0.0,0,4.0,1,1269,0,1,0
3513,1897.7,3,4.666666666666667,25,2302,0,3,1
3514,2836.86,1,4.0,31,3348,1,4,1
3515,2332.66,1,4.0,22,1609,1,2,1
3516,0.0,0,4.0,19,1479,0,1,0
3517,0.0,0,4.0,24,1680,1,2,0
3518,0.0,0,4.0,53,1496,1,3,0
3519,0.0,0,4.0,30,3943,2,3,0
3520,2173.56,1,3.6,69,2935,1,5,2
3521,516.03,1,4.0,32,4397,0,3,1
3522,0.0,0,4.0,63,3569,2,3,2
3523,2151.97,1,5.0,18,437,0,1,1
3524,2757.08,1,3.875,118,6411,6,8,2
3525,0.0,0,4.0,34,5568,2,5,2
3526,0.0,0,4.0,29,2704,0,2,0
3527,0.0,0,4.0,37,1182,2,2,0
3528,3108.08,1,4.0,38,2584,1,4,1
3529,0.0,0,4.0,33,1302,2,3,0
3530,0.0,0,4.0,36,2659,2,3,0
3531,296.31,1,4.0,55,3018,1,3,2
3532,0.0,0,4.0,1,55,0,1,0
3533,0.0,0,4.0,3,349,1,1,0
3534,4984.02,2,4.25,39,4189,2,4,1
3535,3622.63,2,3.3333333333333335,35,3379,0,3,1
3537,3244.62,2,4.0,42,4765,0,3,1
3538,0.0,0,4.0,12,1528,0,1,0
3539,1041.32,1,4.0,7,1964,0,2,1
3540,0.0,0,4.0,43,3090,0,2,0
3541,1572.76,1,3.0,24,2129,1,2,1
3542,0.0,0,4.0,24,1770,1,1,0
3543,6348.01,3,3.5714285714285716,131,6856,3,7,2
3544,1812.22,2,4.0,21,1414,0,2,1
3545,2429.0,1,4.2,97,5748,1,5,2
3546,0.0,0,4.0,18,2450,1,2,0
3547,0.0,0,4.0,27,1806,2,2,0
3548,0.0,0,4.0,19,2139,1,2,0
3549,0.0,0,4.0,15,1153,1,2,0
3550,6604.36,1,3.3333333333333335,19,2899,1,3,1
3551,5448.4,2,4.0,65,2491,1,4,1
3552,0.0,0,4.0,62,5193,6,7,2
3553,0.0,0,4.0,52,1993,1,3,0
3554,0.0,0,4.0,5,770,0,1,0
3555,3296.3,1,3.0,10,306,0,1,1
3556,0.0,0,4.0,54,3875,0,3,0
3557,0.0,0,4.0,10,823,1,1,0
3558,3705.1299999999997,2,3.75,42,3805,1,4,1
3559,5479.88,2,4.2,64,5567,2,5,2
3560,576.52,1,4.111111111111111,112,8210,5,9,2
3561,254.86,1,4.0,42,3260,2,3,2
3562,3824.88,1,4.0,93,7261,6,8,2
3563,0.0,0,4.0,14,1400,0,1,0
3565,848.64,1,3.5,58,2055,0,4,1
3566,1955.35,1,4.0,39,2545,2,4,2
3567,694.84,1,3.5,15,2769,1,2,1
3568,0.0,0,4.0,30,3251,0,2,0
3569,0.0,0,4.0,31,2579,1,3,0
3571,1518.45,1,3.0,9,659,0,2,1
3573,2340.42,1,4.0,54,1613,1,3,1
3574,0.0,0,4.0,40,2506,3,3,0
3575,735.45,1,5.0,8,1269,0,1,1
3576,1079.81,1,3.5,16,1734,0,2,1
3577,2658.4,1,3.6666666666666665,30,2430,1,3,1
3578,1727.02,1,3.0,38,1739,1,2,1
3579,0.0,0,4.0,49,2785,1,3,0
3580,1473.45,1,3.3333333333333335,19,3728,2,3,1
3581,2547.36,2,4.0,83,5263,1,5,2
3582,1015.69,1,4.0,34,1841,2,3,0
3583,0.0,0,4.0,28,1378,2,2,0
3584,478.91,1,3.0,17,1751,0,1,1
3585,0.0,0,4.0,28,1959,1,2,0
3586,3007.06,1,3.75,59,4852,2,4,2
3587,0.0,0,4.0,15,461,1,1,0
3588,0.0,0,4.0,22,1500,0,1,0
3589,0.0,0,4.0,21,1809,2,2,0
3590,996.11,1,3.6666666666666665,33,3197,0,3,1
3591,0.0,0,4.0,30,796,2,2,0
3592,263.01,1,4.166666666666667,108,4105,4,6,2
3593,3994.54,3,3.8,44,3345,1,5,1
3594,839.79,1,3.6666666666666665,42,3030,1,3,1
3595,544.64,1,4.333333333333333,29,2557,1,3,0
3596,0.0,0,4.0,23,4920,3,4,2
3597,2591.53,2,4.0,27,369,0,2,1
3598,940.04,1,4.0,35,3438,1,4,2
3599,187.98,1,4.0,20,2302,2,3,0
3600,1794.19,2,4.5,38,3299,1,4,1
3601,0.0,0,4.0,41,2020,0,3,0
3602,0.0,0,4.0,6,1527,0,1,0
3603,0.0,0,4.0,30,2888,2,2,0
3604,0.0,0,4.0,28,1790,2,2,0
3605,341.07,1,3.5,28,1592,1,2,1
3606,0.0,0,4.0,30,4317,1,3,0
3607,0.0,0,4.0,68,4122,0,5,2
3608,620.78,1,4.125,116,5820,4,8,2
3609,3116.0299999999997,2,3.3333333333333335,17,3192,0,3,1
3610,0.0,0,4.0,21,1034,2,2,0
3612,0.0,0,4.0,10,679,2,2,0
3613,5662.04,2,4.5,19,1826,0,2,1
3614,0.0,0,4.0,40,1433,1,2,0
3616,0.0,0,4.0,47,1745,1,2,0
3617,2846.45,1,4.0,21,2010,1,3,1
3618,0.0,0,4.0,53,4325,3,5,2
3619,3243.06,2,3.6666666666666665,72,5300,2,6,2
3620,0.0,0,4.0,14,1016,1,1,0
3621,6670.0,2,3.75,74,3711,0,4,1
3622,224.89,1,3.8,59,5478,2,5,2
3623,3065.9,1,4.0,37,1423,1,2,1
3624,168.82,1,4.0,13,567,1,2,0
3625,0.0,0,4.0,22,1853,1,3,0
3626,1101.24,1,4.5,31,1652,1,2,1
3627,4768.74,1,4.0,13,2373,1,2,1
3628,0.0,0,4.0,24,2198,2,2,0
3629,4764.84,1,4.0,38,2067,1,2,1
3630,9547.78,2,4.166666666666667,36,4025,2,6,1
3631,0.0,0,4.0,25,1814,3,4,0
3632,1977.56,1,4.25,19,3546,2,4,2
3633,0.0,0,4.0,58,2071,0,3,0
3634,317.66,1,4.5,16,469,1,2,0
3635,1303.14,1,4.0,65,2956,3,4,2
3636,0.0,0,4.0,30,1746,1,2,0
3637,0.0,0,4.0,49,2772,1,3,0
3638,9572.16,3,4.0,38,6983,2,6,2
3639,6934.1900000000005,2,3.3333333333333335,27,3400,1,3,1
3640,640.66,1,4.0,42,3189,1,3,2
3641,0.0,0,4.0,22,701,0,2,0
3642,3481.49,2,3.6,48,6611,2,5,2
3643,0.0,0,4.0,40,3271,1,3,0
3644,0.0,0,4.0,10,1589,0,1,0
3645,11806.82,2,3.5,42,4601,1,4,1
3646,0.0,0,4.0,41,4270,2,4,2
3647,1677.22,1,2.5,26,1612,0,2,1
3648,0.0,0,4.0,37,3441,3,4,0
3649,3040.89,1,4.0,20,1534,1,2,1
3650,0.0,0,4.0,36,3111,3,3,0
3651,317.03,1,3.0,16,2185,1,2,1
3652,0.0,0,4.0,44,2606,2,3,0
3653,0.0,0,4.0,28,3809,3,3,0
3654,3644.12,1,3.75,54,1821,3,4,2
3655,0.0,0,4.0,48,1850,4,4,0
3656,2618.1800000000003,2,4.0,30,5235,1,5,2
3657,2605.69,1,3.25,46,3393,1,4,1
3658,4867.0,3,3.75,66,1802,0,4,1
3659,0.0,0,4.0,39,3480,2,3,0
3660,747.12,1,3.6666666666666665,43,1977,1,3,1
3661,947.05,1,4.5,12,1461,0,2,1
3662,6559.04,1,4.333333333333333,34,2258,1,3,1
3663,0.0,0,4.0,19,1680,1,1,0
3664,0.0,0,4.0,45,3271,2,4,0
3665,7405.12,2,2.0,15,1464,0,2,1
3666,1620.78,2,4.0,76,4848,1,5,2
3667,1210.41,1,4.0,59,2491,1,4,2
3668,0.0,0,4.0,8,822,1,1,0
3669,962.27,1,4.5,35,2423,1,2,1
3671,0.0,0,4.0,49,2468,3,4,0
3672,559.71,1,4.25,51,3821,2,4,2
3673,0.0,0,4.0,5,541,0,1,0
3675,0.0,0,4.0,40,3257,2,3,0
3676,1690.0,1,4.0,19,2240,1,2,1
3677,0.0,0,4.0,34,1333,0,2,0
3678,0.0,0,4.0,40,2050,0,3,0
3679,0.0,0,4.0,46,2145,1,2,0
3680,3406.58,2,3.6666666666666665,88,7314,3,6,2
3681,3297.92,1,3.6666666666666665,24,1553,1,3,1
3682,2922.6,1,4.2,51,1230,2,5,2
3683,0.0,0,4.0,23,2360,1,2,0
3684,0.0,0,4.0,13,743,0,2,0
3685,0.0,0,4.0,12,1535,1,2,0
3686,1174.43,1,4.0,42,1772,1,2,1
3687,0.0,0,4.0,20,1979,2,2,0
3688,504.6,1,4.0,62,4744,3,6,2
3690,5307.62,1,4.0,50,3270,1,3,1
3691,1492.97,2,4.0,64,3308,1,3,1
3692,0.0,0,4.0,38,2847,1,3,0
3693,3024.68,1,3.6666666666666665,26,1920,1,3,1
3694,0.0,0,4.0,97,4962,2,7,2
3695,0.0,0,4.0,54,2443,2,5,2
3696,0.0,0,4.0,54,4914,3,4,2
3697,2325.48,1,3.8333333333333335,80,4310,3,6,2
3698,0.0,0,4.0,46,2209,1,2,0
3699,318.05,1,3.5,65,3731,2,4,2
3701,542.49,1,4.0,45,4711,3,4,2
3702,0.0,0,4.0,24,940,0,2,0
3703,0.0,0,4.0,23,1661,0,1,0
3705,232.75,1,4.333333333333333,34,3230,2,3,0
3706,1081.96,1,3.0,37,2631,2,3,2
3707,0.0,0,4.0,8,1100,3,3,0
3708,0.0,0,4.0,15,2535,1,2,0
3710,0.0,0,4.0,23,2439,0,2,0
3711,202.3,1,4.0,113,8087,5,9,2
3712,0.0,0,4.0,25,1185,2,2,0
3713,1173.89,1,3.8,50,4481,2,5,2
3714,0.0,0,4.0,54,2816,2,4,0
3715,5040.16,2,4.0,115,5566,2,7,2
3716,1167.95,1,4.333333333333333,21,1359,0,3,1
3717,701.42,1,4.0,48,4081,1,4,2
3718,1744.21,2,4.333333333333333,54,2677,1,3,1
3719,0.0,0,4.0,24,983,1,2,0
3720,3747.54,2,4.666666666666667,47,3518,1,3,1
3721,0.0,0,4.0,3,979,0,1,0
3722,3429.88,1,3.5,55,1482,2,4,1
3723,0.0,0,4.0,76,4314,2,4,2
3724,0.0,0,4.0,54,3794,3,3,2
3725,676.94,1,5.0,2,21,0,1,1
3726,6909.44,1,4.25,64,2910,1,4,1
3727,2799.69,1,4.0,23,2283,1,2,1
3728,254.29,1,4.333333333333333,32,5091,1,3,2
3729,0.0,0,4.0,9,1986,1,3,0
3730,0.0,0,4.0,22,2082,1,3,0
3731,0.0,0,4.0,28,1695,0,2,0
3732,1229.92,1,4.0,36,4625,3,4,2
3733,807.14,1,4.5,36,3032,1,2,1
3735,110.17,1,3.25,42,4205,1,4,2
3736,0.0,0,4.0,41,3255,2,4,0
3737,0.0,0,4.0,9,103,0,1,0
3738,0.0,0,4.0,18,1299,0,1,0
3739,0.0,0,4.0,2,195,0,1,0
3740,0.0,0,4.0,13,874,0,1,0
3741,6094.389999999999,3,4.75,61,3762,0,4,1
3742,1125.14,1,4.0,41,1028,1,2,1
3743,0.0,0,4.0,34,2339,3,3,0
3744,0.0,0,4.0,46,1825,2,3,0
3745,896.08,1,4.0,33,2418,1,4,0
3746,9284.9,2,3.3333333333333335,40,3475,0,3,1
3747,0.0,0,4.0,10,785,1,1,0
3748,0.0,0,4.0,34,1441,1,2,0
3749,0.0,0,4.0,40,1469,1,2,0
3750,650.18,1,4.333333333333333,41,3730,2,3,2
3751,2637.54,1,4.0,16,1647,0,1,1
3752,3028.48,2,2.5,64,3246,2,4,2
3753,569.7,1,4.0,39,1120,2,4,0
3754,623.83,1,4.25,38,3423,1,4,2
3756,0.0,0,4.0,21,4163,1,3,0
3757,0.0,0,4.0,37,481,0,2,0
3758,0.0,0,4.0,6,1595,1,2,0
3759,0.0,0,4.0,24,1982,1,2,0
3760,0.0,0,4.0,49,7419,3,5,2
3761,2952.99,2,4.0,47,2523,2,5,2
3762,0.0,0,4.0,69,2445,4,4,2
3763,915.39,1,4.0,39,2804,1,3,1
3764,0.0,0,4.0,27,1030,2,2,0
3765,2730.73,2,4.666666666666667,32,1295,0,3,1
3766,0.0,0,4.0,1,1435,1,1,0
3767,7697.549999999999,3,3.6666666666666665,38,3002,0,3,1
3768,2236.3,1,3.8333333333333335,86,5611,4,6,2
3769,1289.6499999999999,2,3.25,34,3481,0,4,1
3770,0.0,0,4.0,31,745,1,2,0
3771,0.0,0,4.0,19,1643,0,2,0
3772,674.32,1,3.5,25,4672,1,4,2
3773,437.63,1,4.0,15,1719,0,1,1
3774,2699.41,1,3.5,32,1086,0,2,1
3775,4084.83,2,4.4,40,4611,2,5,2
3776,0.0,0,4.0,31,2164,1,2,0
3777,3038.35,2,3.25,18,5330,0,4,1
3778,0.0,0,4.0,10,1109,1,1,0
3779,2386.57,1,3.6666666666666665,25,2917,0,3,1
3780,0.0,0,4.0,12,2620,1,2,0
3781,0.0,0,4.0,11,610,0,1,0
3782,0.0,0,4.0,23,1967,1,2,0
3783,604.38,1,4.5,35,1870,0,2,1
3784,1658.4,2,4.0,72,5350,2,4,2
3785,0.0,0,4.0,63,3519,2,4,2
3786,0.0,0,4.0,30,2236,2,3,0
3787,0.0,0,4.0,10,1272,1,1,0
3788,929.44,1,4.0,36,971,0,2,1
3789,0.0,0,4.0,83,5595,2,6,2
3790,1459.87,1,4.333333333333333,22,3511,2,3,2
3791,0.0,0,4.0,24,88,1,1,0
3792,3030.7200000000003,2,4.666666666666667,40,3635,0,3,1
3793,3480.98,3,4.2,60,3743,0,5,1
3794,0.0,0,4.0,35,1800,1,2,0
3795,0.0,0,4.0,17,1185,1,2,0
3796,2238.27,1,3.5,39,2127,1,2,1
3797,0.0,0,4.0,13,1446,1,1,0
3798,205.98,1,4.0,60,3625,3,5,2
3799,6810.64,2,3.4,73,3258,1,5,1
3800,0.0,0,4.0,41,2618,1,3,0
3801,821.75,1,3.3333333333333335,48,4372,1,3,2
3802,2927.54,1,3.75,54,4734,2,4,2
3803,3018.73,2,4.0,27,2443,0,2,1
3804,1918.85,1,3.5,16,1240,1,2,1
3805,0.0,0,4.0,23,287,0,1,0
3806,3081.5,2,3.3333333333333335,18,1776,0,3,1
3808,0.0,0,4.0,89,4848,1,5,2
3809,0.0,0,4.0,6,943,2,2,0
3810,0.0,0,4.0,36,3087,1,2,0
3811,0.0,0,4.0,54,2043,0,4,0
3812,2872.67,2,4.0,20,1283,0,2,1
3813,744.09,1,4.25,49,3210,2,4,2
3815,0.0,0,4.0,45,2725,2,3,0
3816,3193.45,1,4.333333333333333,37,2893,0,3,1
3817,0.0,0,4.0,39,2899,3,3,0
3818,3395.26,1,4.5,33,1008,1,2,1
3819,0.0,0,4.0,5,989,1,2,0
3821,2830.43,2,4.333333333333333,42,2718,0,3,1
3822,505.58,1,3.3333333333333335,26,2554,0,3,1
3823,2194.52,1,4.0,36,2044,1,2,1
3824,3904.47,3,3.8,50,3454,2,5,2
3825,0.0,0,4.0,12,858,1,1,0
3826,0.0,0,4.0,33,1953,1,2,0
3827,6372.849999999999,3,3.8,59,5289,1,5,1
3828,950.18,1,2.5,8,1751,0,2,1
3829,564.28,1,4.0,53,2670,1,4,2
3830,1358.58,1,4.333333333333333,49,2175,2,3,2
3831,7265.12,1,4.0,94,7054,3,6,2
3832,6699.59,1,4.333333333333333,55,3187,0,3,1
3833,5109.3,1,3.5,16,689,1,2,1
3834,968.5,1,4.0,27,747,0,2,1
3835,3122.06,1,4.0,2,13,0,1,1
3836,0.0,0,4.0,39,374,1,3,0
3838,0.0,0,4.0,22,1797,1,2,0
3839,903.92,1,4.333333333333333,34,1839,1,3,0
3840,0.0,0,4.0,25,2569,3,4,0
3841,0.0,0,4.0,47,2173,1,2,0
3842,0.0,0,4.0,13,1191,0,1,0
3843,0.0,0,4.0,29,912,2,2,0
3844,2859.8,1,4.0,47,2552,2,3,1
3845,2819.12,2,4.0,49,2611,2,5,2
3846,1652.19,1,3.6666666666666665,44,652,0,3,1
3847,4909.18,1,3.0,27,2602,1,2,1
3848,5083.42,2,4.2,92,3821,3,5,2
3849,2315.04,1,4.5,33,2029,1,2,1
3850,3675.3,1,4.5,37,1576,0,2,1
3851,2101.57,1,4.333333333333333,44,4428,1,3,2
3852,1110.02,1,4.0,36,2490,1,2,1
3853,0.0,0,4.0,68,4685,3,7,2
3854,652.25,1,4.0,48,4466,2,4,2
3855,0.0,0,4.0,21,3552,1,3,0
3856,0.0,0,4.0,21,661,0,1,0
3857,2698.49,1,4.333333333333333,28,1283,2,3,1
3858,1594.4,1,3.6666666666666665,24,2293,0,3,1
3859,0.0,0,4.0,36,4622,3,4,2
3860,2441.37,1,4.0,38,898,0,3,1
3861,470.39,1,4.0,38,795,0,2,1
3862,3433.82,1,4.333333333333333,27,2721,1,3,1
3863,244.54,1,3.3333333333333335,32,1677,1,3,0
3864,0.0,0,4.0,6,736,0,1,0
3865,0.0,0,4.0,36,3817,1,3,0
3866,0.0,0,4.0,23,810,0,1,0
3867,0.0,0,4.0,1,1515,1,1,0
3868,0.0,0,4.0,12,2706,2,2,0
3869,0.0,0,4.0,54,7321,4,6,2
3870,6415.09,1,4.0,29,2333,2,3,1
3871,0.0,0,4.0,25,1421,0,2,0
3872,3073.8,1,4.0,18,1339,0,2,1
3873,0.0,0,4.0,33,3158,2,3,0
3874,1674.7,1,4.142857142857143,111,7929,4,7,2
3875,0.0,0,4.0,35,2065,2,2,0
3876,4145.45,1,4.0,38,2002,2,4,1
3877,0.0,0,4.0,26,2730,1,2,0
3878,0.0,0,4.0,37,3569,1,3,0
3879,0.0,0,4.0,19,1335,1,1,0
3880,461.33,1,4.5,30,1016,0,2,1
3881,4236.88,1,4.0,50,2770,2,4,2
3883,4394.8,2,4.0,38,3760,2,6,2
3884,4545.56,1,4.0,33,3648,3,4,2
3885,3134.36,1,3.75,39,2667,1,4,1
3886,2776.48,1,3.6666666666666665,21,1959,1,3,1
3887,4259.91,1,3.5,46,3056,3,4,2
3888,1600.38,2,4.25,28,3485,1,4,1
3889,1150.2,1,4.5,32,3181,1,2,1
3890,3330.18,1,4.0,30,2143,0,4,1
3891,1779.52,1,4.333333333333333,34,2471,2,3,2
3892,2469.43,2,4.25,44,3171,0,4,1
3893,413.16,1,4.111111111111111,137,7122,1,9,2
3894,4068.51,1,3.6666666666666665,26,3115,1,3,1
3895,0.0,0,4.0,3,1534,0,1,0
3896,0.0,0,4.0,57,3346,2,3,0
3897,1052.3000000000002,2,4.2,59,4638,1,5,2
3898,0.0,0,4.0,28,4028,1,3,0
3899,0.0,0,4.0,4,83,0,1,0
3900,0.0,0,4.0,30,5643,3,5,2
3901,0.0,0,4.0,34,1788,1,3,0
3902,0.0,0,4.0,27,3105,2,4,0
3903,0.0,0,4.0,3,310,0,1,0
3904,0.0,0,4.0,40,1384,2,2,0
3906,0.0,0,4.0,29,1798,1,2,0
3907,2540.27,2,4.25,51,2362,2,4,2
3908,1345.32,1,4.0,20,624,0,1,1
3909,3640.35,1,3.5,28,925,1,2,1
3910,2581.38,2,3.3333333333333335,18,1717,1,3,1
3911,0.0,0,4.0,29,2571,1,2,0
3912,0.0,0,4.0,7,1022,1,1,0
3913,0.0,0,4.0,33,2249,2,3,0
3914,4176.51,1,4.5,30,3114,1,2,1
3915,1288.01,1,4.333333333333333,34,3206,2,3,2
3916,2369.47,1,4.0,17,3925,2,4,2
3917,0.0,0,4.0,9,553,1,1,0
3918,1907.28,1,5.0,14,663,0,1,1
3919,0.0,0,4.0,29,2367,2,2,0
3920,1047.76,1,2.0,18,1099,0,1,1
3921,1324.54,1,4.0,20,1404,2,3,0
3922,1124.12,1,4.0,14,3456,0,3,1
3923,318.92,1,3.8,56,3860,2,5,2
3924,2837.02,2,3.6666666666666665,57,3822,1,3,1
3925,0.0,0,4.0,27,1790,1,3,0
3926,0.0,0,4.0,38,2231,2,2,0
3927,8560.119999999999,2,4.333333333333333,51,2328,0,3,1
3928,490.16,1,5.0,2,1651,0,1,1
3929,0.0,0,4.0,19,463,1,1,0
3930,1088.14,1,4.0,23,967,0,2,1
3931,1234.71,1,4.0,46,2653,1,3,1
3932,0.0,0,4.0,14,2071,0,2,0
3933,1443.76,1,3.75,42,3935,2,4,2
3934,5505.83,3,4.5,32,2501,1,4,1
3935,6430.12,1,4.166666666666667,102,4852,2,6,2
3936,1458.47,2,3.5,36,1491,0,2,1
3937,464.54,1,4.0,14,2287,0,2,1
3938,3931.06,1,4.166666666666667,102,5399,3,6,2
3939,4369.58,1,1.0,11,1312,0,1,1
3940,0.0,0,4.0,4,1643,1,1,0
3941,1630.36,1,3.4,68,6603,3,5,2
3942,730.25,1,4.0,103,3098,3,5,2
3943,1311.95,1,4.333333333333333,47,4249,2,3,2
3944,683.05,1,4.0,49,3509,3,4,2
3945,427.77,1,2.5,24,1145,1,2,1
3946,0.0,0,4.0,58,2278,4,4,2
3947,543.58,1,3.0,34,2519,1,2,1
3948,2062.9,1,4.0,20,284,0,1,1
3949,0.0,0,4.0,26,3217,1,3,0
3950,9031.64,2,4.0,33,3631,1,5,1
3951,0.0,0,4.0,24,399,1,1,0
3952,0.0,0,4.0,106,4573,4,7,2
3953,0.0,0,4.0,24,3079,1,3,0
3954,0.0,0,4.0,33,2290,2,3,0
3955,0.0,0,4.0,17,2241,1,2,0
3956,378.45,1,4.5,27,1951,0,2,1
3957,0.0,0,4.0,16,2997,0,2,0
3958,0.0,0,4.0,43,3279,1,3,0
3959,0.0,0,4.0,26,1569,0,2,0
3960,0.0,0,4.0,24,1982,1,2,0
3961,862.45,1,3.5,16,1302,1,2,1
3962,3816.76,2,3.6,58,4732,3,5,2
3963,0.0,0,4.0,21,1566,0,1,0
3964,404.17,1,4.0,11,2684,0,2,1
3965,0.0,0,4.0,23,87,0,1,0
3966,4789.88,2,4.333333333333333,37,2760,0,3,1
3967,680.25,1,4.2,38,5152,3,5,2
3968,199.8,1,4.0,38,3053,0,4,0
3969,0.0,0,4.0,24,3489,2,3,0
3970,1755.35,1,4.0,34,732,0,2,1
3971,0.0,0,4.0,87,3937,1,6,2
3972,0.0,0,4.0,8,981,0,1,0
3973,1321.01,2,4.166666666666667,91,5471,2,6,2
3975,1413.24,1,3.5,37,3014,1,4,1
3976,6368.5599999999995,2,3.5,61,2956,2,4,1
3977,0.0,0,4.0,28,1753,1,2,0
3978,1462.08,1,4.25,34,3950,2,4,2
3979,1357.1,1,2.0,19,192,0,1,1
3980,5666.77,2,3.4,65,2710,2,5,2
3981,0.0,0,4.0,39,811,1,2,0
3982,2393.76,1,4.0,36,3172,1,3,1
3983,0.0,0,4.0,42,2001,3,3,0
3985,2319.93,1,3.6,76,2865,3,5,2
3986,0.0,0,4.0,27,1065,1,2,0
3988,4183.2,2,3.75,40,5051,2,4,2
3989,4387.52,2,4.166666666666667,84,3816,1,6,2
3990,911.58,1,1.0,23,1752,0,1,1
3991,2342.56,1,3.75,36,2235,3,4,2
3992,337.88,1,4.0,67,2276,2,3,2
3994,0.0,0,4.0,19,1414,1,1,0
3995,0.0,0,4.0,64,3643,3,5,2
3997,0.0,0,4.0,39,3760,2,4,0
3998,0.0,0,4.0,11,1735,1,1,0
3999,2157.54,1,4.0,43,3553,1,6,2
4000,0.0,0,4.0,34,1628,0,2,0
4001,0.0,0,4.0,2,1546,0,1,0
4002,0.0,0,4.0,68,6041,3,6,2
4003,899.28,1,2.0,21,357,0,1,1
4004,11708.76,3,3.25,19,5006,1,4,1
4006,0.0,0,4.0,48,4170,3,6,2
4007,2343.08,1,4.166666666666667,77,5945,2,6,2
4008,0.0,0,4.0,85,6044,1,5,2
4009,4003.56,1,3.6666666666666665,35,2815,1,3,1
4010,0.0,0,4.0,27,1824,1,3,0
4011,0.0,0,4.0,8,1306,0,1,0
4012,3915.48,1,3.5,28,1712,1,2,1
4013,1972.88,2,4.666666666666667,35,1285,0,3,1
4015,1574.48,1,4.0,36,2033,0,2,1
4016,0.0,0,4.0,20,987,0,1,0
4017,1952.4,1,3.5,12,2266,1,2,1
4018,249.86,1,3.75,79,4439,2,4,2
4019,6437.1900000000005,3,4.166666666666667,66,6825,1,6,2
4020,0.0,0,4.0,69,6900,3,5,2
4021,52.83,1,2.0,18,1648,0,1,1
4022,0.0,0,4.0,7,200,0,1,0
4023,0.0,0,4.0,3,1475,1,1,0
4024,2207.74,1,3.6666666666666665,56,3282,1,3,1
4025,0.0,0,4.0,18,798,0,1,0
4026,1639.45,2,3.3333333333333335,29,2833,0,3,1
4027,1179.36,1,3.25,43,2516,2,4,2
4028,5048.360000000001,2,3.0,15,2006,0,2,1
4029,1469.52,1,4.25,52,3555,1,4,2
4030,0.0,0,4.0,8,455,1,1,0
4031,0.0,0,4.0,33,3805,1,5,0
4032,0.0,0,4.0,101,8173,2,7,2
4033,0.0,0,4.0,32,1922,0,2,0
4034,571.17,1,4.0,20,227,0,1,1
4035,0.0,0,4.0,15,2736,1,2,0
4036,0.0,0,4.0,11,873,1,1,0
4037,664.41,1,4.333333333333333,42,1688,2,3,0
4038,0.0,0,4.0,11,763,1,1,0
4040,0.0,0,4.0,36,2719,0,2,0
4041,0.0,0,4.0,49,3213,1,4,0
4042,0.0,0,4.0,22,2188,0,2,0
4043,2557.87,1,1.0,15,129,0,1,1
4044,0.0,0,4.0,5,1131,1,2,0
4045,0.0,0,4.0,53,1859,2,3,0
