customer_id,total_revenue,total_purchases,avg_rating,total_pages_viewed,total_time_on_site,total_cart_abandoned,total_sessions,avg_order_value,avg_session_value,pages_per_session,time_per_session_min,purchase_rate,abandon_rate,purchase_likelihood
3502,1859.06,1,3.857142857142857,77,7917,2,7,1859.06,265.58,11.0,18.85,0.14285714285714285,0.2857142857142857,1
3503,305.54,1,4.0,43,3130,0,4,305.54,76.385,10.75,13.041666666666666,0.25,0.0,1
3505,0.0,0,4.0,12,2400,2,2,0.0,0.0,6.0,20.0,0.0,1.0,0
3506,0.0,0,4.0,21,1724,1,1,0.0,0.0,21.0,28.733333333333334,0.0,1.0,0
3507,2470.9,1,3.8,75,3432,1,5,2470.9,494.18,15.0,11.44,0.2,0.2,1
3508,436.31,1,3.3333333333333335,44,3870,2,3,436.31,145.43666666666667,14.666666666666666,21.5,0.3333333333333333,0.6666666666666666,1
3509,0.0,0,4.0,30,1776,1,2,0.0,0.0,15.0,14.8,0.0,0.5,0
3510,273.54,1,4.0,21,952,1,2,273.54,136.77,10.5,7.933333333333334,0.5,0.5,1
3512,0.0,0,4.0,1,1269,0,1,0.0,0.0,1.0,21.15,0.0,0.0,0
3513,1897.7,3,4.666666666666667,25,2302,0,3,632.5666666666667,632.5666666666667,8.333333333333334,12.78888888888889,1.0,0.0,1
3514,2836.86,1,4.0,31,3348,1,4,2836.86,709.215,7.75,13.95,0.25,0.25,1
3515,2332.66,1,4.0,22,1609,1,2,2332.66,1166.33,11.0,13.408333333333333,0.5,0.5,1
3516,0.0,0,4.0,19,1479,0,1,0.0,0.0,19.0,24.65,0.0,0.0,0
3517,0.0,0,4.0,24,1680,1,2,0.0,0.0,12.0,14.0,0.0,0.5,0
3518,0.0,0,4.0,53,1496,1,3,0.0,0.0,17.666666666666668,8.311111111111112,0.0,0.3333333333333333,0
3519,0.0,0,4.0,30,3943,2,3,0.0,0.0,10.0,21.905555555555555,0.0,0.6666666666666666,0
3520,2173.56,1,3.6,69,2935,1,5,2173.56,434.712,13.8,9.783333333333333,0.2,0.2,1
3521,516.03,1,4.0,32,4397,0,3,516.03,172.01,10.666666666666666,24.42777777777778,0.3333333333333333,0.0,1
3522,0.0,0,4.0,63,3569,2,3,0.0,0.0,21.0,19.82777777777778,0.0,0.6666666666666666,0
3523,2151.97,1,5.0,18,437,0,1,2151.97,2151.97,18.0,7.283333333333333,1.0,0.0,1
3524,2757.08,1,3.875,118,6411,6,8,2757.08,344.635,14.75,13.35625,0.125,0.75,1
3525,0.0,0,4.0,34,5568,2,5,0.0,0.0,6.8,18.56,0.0,0.4,0
3526,0.0,0,4.0,29,2704,0,2,0.0,0.0,14.5,22.533333333333335,0.0,0.0,0
3527,0.0,0,4.0,37,1182,2,2,0.0,0.0,18.5,9.85,0.0,1.0,0
3528,3108.08,1,4.0,38,2584,1,4,3108.08,777.02,9.5,10.766666666666667,0.25,0.25,1
3529,0.0,0,4.0,33,1302,2,3,0.0,0.0,11.0,7.233333333333333,0.0,0.6666666666666666,0
3530,0.0,0,4.0,36,2659,2,3,0.0,0.0,12.0,14.772222222222222,0.0,0.6666666666666666,0
3531,296.31,1,4.0,55,3018,1,3,296.31,98.77,18.333333333333332,16.766666666666666,0.3333333333333333,0.3333333333333333,1
3532,0.0,0,4.0,1,55,0,1,0.0,0.0,1.0,0.9166666666666666,0.0,0.0,0
3533,0.0,0,4.0,3,349,1,1,0.0,0.0,3.0,5.816666666666666,0.0,1.0,0
3534,4984.02,2,4.25,39,4189,2,4,2492.01,1246.005,9.75,17.454166666666666,0.5,0.5,1
3535,3622.63,2,3.3333333333333335,35,3379,0,3,1811.315,1207.5433333333333,11.666666666666666,18.772222222222222,0.6666666666666666,0.0,1
3537,3244.62,2,4.0,42,4765,0,3,1622.31,1081.54,14.0,26.47222222222222,0.6666666666666666,0.0,1
3538,0.0,0,4.0,12,1528,0,1,0.0,0.0,12.0,25.466666666666665,0.0,0.0,0
3539,1041.32,1,4.0,7,1964,0,2,1041.32,520.66,3.5,16.366666666666667,0.5,0.0,1
3540,0.0,0,4.0,43,3090,0,2,0.0,0.0,21.5,25.75,0.0,0.0,0
3541,1572.76,1,3.0,24,2129,1,2,1572.76,786.38,12.0,17.741666666666667,0.5,0.5,1
3542,0.0,0,4.0,24,1770,1,1,0.0,0.0,24.0,29.5,0.0,1.0,0
3543,6348.01,3,3.5714285714285716,131,6856,3,7,2116.0033333333336,906.8585714285715,18.714285714285715,16.323809523809523,0.42857142857142855,0.42857142857142855,1
3544,1812.22,2,4.0,21,1414,0,2,906.11,906.11,10.5,11.783333333333333,1.0,0.0,1
3545,2429.0,1,4.2,97,5748,1,5,2429.0,485.8,19.4,19.16,0.2,0.2,1
3546,0.0,0,4.0,18,2450,1,2,0.0,0.0,9.0,20.416666666666668,0.0,0.5,0
3547,0.0,0,4.0,27,1806,2,2,0.0,0.0,13.5,15.05,0.0,1.0,0
3548,0.0,0,4.0,19,2139,1,2,0.0,0.0,9.5,17.825,0.0,0.5,0
3549,0.0,0,4.0,15,1153,1,2,0.0,0.0,7.5,9.608333333333333,0.0,0.5,0
3550,6604.36,1,3.3333333333333335,19,2899,1,3,6604.36,2201.4533333333334,6.333333333333333,16.105555555555558,0.3333333333333333,0.3333333333333333,1
3551,5448.4,2,4.0,65,2491,1,4,2724.2,1362.1,16.25,10.379166666666666,0.5,0.25,1
3552,0.0,0,4.0,62,5193,6,7,0.0,0.0,8.857142857142858,12.364285714285716,0.0,0.8571428571428571,0
3553,0.0,0,4.0,52,1993,1,3,0.0,0.0,17.333333333333332,11.072222222222223,0.0,0.3333333333333333,0
3554,0.0,0,4.0,5,770,0,1,0.0,0.0,5.0,12.833333333333334,0.0,0.0,0
3555,3296.3,1,3.0,10,306,0,1,3296.3,3296.3,10.0,5.1,1.0,0.0,1
3556,0.0,0,4.0,54,3875,0,3,0.0,0.0,18.0,21.52777777777778,0.0,0.0,0
3557,0.0,0,4.0,10,823,1,1,0.0,0.0,10.0,13.716666666666667,0.0,1.0,0
3558,3705.1299999999997,2,3.75,42,3805,1,4,1852.5649999999998,926.2824999999999,10.5,15.854166666666666,0.5,0.25,1
3559,5479.88,2,4.2,64,5567,2,5,2739.94,1095.976,12.8,18.55666666666667,0.4,0.4,1
3560,576.52,1,4.111111111111111,112,8210,5,9,576.52,64.05777777777777,12.444444444444445,15.203703703703702,0.1111111111111111,0.5555555555555556,1
3561,254.86,1,4.0,42,3260,2,3,254.86,84.95333333333333,14.0,18.11111111111111,0.3333333333333333,0.6666666666666666,1
3562,3824.88,1,4.0,93,7261,6,8,3824.88,478.11,11.625,15.127083333333333,0.125,0.75,1
3563,0.0,0,4.0,14,1400,0,1,0.0,0.0,14.0,23.333333333333332,0.0,0.0,0
3565,848.64,1,3.5,58,2055,0,4,848.64,212.16,14.5,8.5625,0.25,0.0,1
3566,1955.35,1,4.0,39,2545,2,4,1955.35,488.8375,9.75,10.604166666666666,0.25,0.5,1
3567,694.84,1,3.5,15,2769,1,2,694.84,347.42,7.5,23.075,0.5,0.5,1
3568,0.0,0,4.0,30,3251,0,2,0.0,0.0,15.0,27.091666666666665,0.0,0.0,0
3569,0.0,0,4.0,31,2579,1,3,0.0,0.0,10.333333333333334,14.327777777777778,0.0,0.3333333333333333,0
3571,1518.45,1,3.0,9,659,0,2,1518.45,759.225,4.5,5.491666666666666,0.5,0.0,1
3573,2340.42,1,4.0,54,1613,1,3,2340.42,780.14,18.0,8.96111111111111,0.3333333333333333,0.3333333333333333,1
3574,0.0,0,4.0,40,2506,3,3,0.0,0.0,13.333333333333334,13.922222222222222,0.0,1.0,0
3575,735.45,1,5.0,8,1269,0,1,735.45,735.45,8.0,21.15,1.0,0.0,1
3576,1079.81,1,3.5,16,1734,0,2,1079.81,539.905,8.0,14.45,0.5,0.0,1
3577,2658.4,1,3.6666666666666665,30,2430,1,3,2658.4,886.1333333333333,10.0,13.5,0.3333333333333333,0.3333333333333333,1
3578,1727.02,1,3.0,38,1739,1,2,1727.02,863.51,19.0,14.491666666666667,0.5,0.5,1
3579,0.0,0,4.0,49,2785,1,3,0.0,0.0,16.333333333333332,15.472222222222223,0.0,0.3333333333333333,0
3580,1473.45,1,3.3333333333333335,19,3728,2,3,1473.45,491.15000000000003,6.333333333333333,20.711111111111112,0.3333333333333333,0.6666666666666666,1
3581,2547.36,2,4.0,83,5263,1,5,1273.68,509.47200000000004,16.6,17.543333333333333,0.4,0.2,1
3582,1015.69,1,4.0,34,1841,2,3,1015.69,338.56333333333333,11.333333333333334,10.227777777777778,0.3333333333333333,0.6666666666666666,1
3583,0.0,0,4.0,28,1378,2,2,0.0,0.0,14.0,11.483333333333333,0.0,1.0,0
3584,478.91,1,3.0,17,1751,0,1,478.91,478.91,17.0,29.183333333333334,1.0,0.0,1
3585,0.0,0,4.0,28,1959,1,2,0.0,0.0,14.0,16.325,0.0,0.5,0
3586,3007.06,1,3.75,59,4852,2,4,3007.06,751.765,14.75,20.216666666666665,0.25,0.5,1
3587,0.0,0,4.0,15,461,1,1,0.0,0.0,15.0,7.683333333333334,0.0,1.0,0
3588,0.0,0,4.0,22,1500,0,1,0.0,0.0,22.0,25.0,0.0,0.0,0
3589,0.0,0,4.0,21,1809,2,2,0.0,0.0,10.5,15.075,0.0,1.0,0
3590,996.11,1,3.6666666666666665,33,3197,0,3,996.11,332.0366666666667,11.0,17.761111111111113,0.3333333333333333,0.0,1
3591,0.0,0,4.0,30,796,2,2,0.0,0.0,15.0,6.633333333333334,0.0,1.0,0
3592,263.01,1,4.166666666666667,108,4105,4,6,263.01,43.835,18.0,11.402777777777777,0.16666666666666666,0.6666666666666666,1
3593,3994.54,3,3.8,44,3345,1,5,1331.5133333333333,798.908,8.8,11.15,0.6,0.2,1
3594,839.79,1,3.6666666666666665,42,3030,1,3,839.79,279.93,14.0,16.833333333333332,0.3333333333333333,0.3333333333333333,1
3595,544.64,1,4.333333333333333,29,2557,1,3,544.64,181.54666666666665,9.666666666666666,14.205555555555556,0.3333333333333333,0.3333333333333333,1
3596,0.0,0,4.0,23,4920,3,4,0.0,0.0,5.75,20.5,0.0,0.75,0
3597,2591.53,2,4.0,27,369,0,2,1295.765,1295.765,13.5,3.075,1.0,0.0,1
3598,940.04,1,4.0,35,3438,1,4,940.04,235.01,8.75,14.325,0.25,0.25,1
3599,187.98,1,4.0,20,2302,2,3,187.98,62.66,6.666666666666667,12.78888888888889,0.3333333333333333,0.6666666666666666,1
3600,1794.19,2,4.5,38,3299,1,4,897.095,448.5475,9.5,13.745833333333334,0.5,0.25,1
3601,0.0,0,4.0,41,2020,0,3,0.0,0.0,13.666666666666666,11.222222222222223,0.0,0.0,0
3602,0.0,0,4.0,6,1527,0,1,0.0,0.0,6.0,25.45,0.0,0.0,0
3603,0.0,0,4.0,30,2888,2,2,0.0,0.0,15.0,24.066666666666666,0.0,1.0,0
3604,0.0,0,4.0,28,1790,2,2,0.0,0.0,14.0,14.916666666666666,0.0,1.0,0
3605,341.07,1,3.5,28,1592,1,2,341.07,170.535,14.0,13.266666666666667,0.5,0.5,1
3606,0.0,0,4.0,30,4317,1,3,0.0,0.0,10.0,23.983333333333334,0.0,0.3333333333333333,0
3607,0.0,0,4.0,68,4122,0,5,0.0,0.0,13.6,13.74,0.0,0.0,0
3608,620.78,1,4.125,116,5820,4,8,620.78,77.5975,14.5,12.125,0.125,0.5,1
3609,3116.0299999999997,2,3.3333333333333335,17,3192,0,3,1558.0149999999999,1038.6766666666665,5.666666666666667,17.733333333333334,0.6666666666666666,0.0,1
3610,0.0,0,4.0,21,1034,2,2,0.0,0.0,10.5,8.616666666666667,0.0,1.0,0
3612,0.0,0,4.0,10,679,2,2,0.0,0.0,5.0,5.658333333333333,0.0,1.0,0
3613,5662.04,2,4.5,19,1826,0,2,2831.02,2831.02,9.5,15.216666666666667,1.0,0.0,1
3614,0.0,0,4.0,40,1433,1,2,0.0,0.0,20.0,11.941666666666666,0.0,0.5,0
3616,0.0,0,4.0,47,1745,1,2,0.0,0.0,23.5,14.541666666666666,0.0,0.5,0
3617,2846.45,1,4.0,21,2010,1,3,2846.45,948.8166666666666,7.0,11.166666666666666,0.3333333333333333,0.3333333333333333,1
3618,0.0,0,4.0,53,4325,3,5,0.0,0.0,10.6,14.416666666666666,0.0,0.6,0
3619,3243.06,2,3.6666666666666665,72,5300,2,6,1621.53,540.51,12.0,14.722222222222223,0.3333333333333333,0.3333333333333333,1
3620,0.0,0,4.0,14,1016,1,1,0.0,0.0,14.0,16.933333333333334,0.0,1.0,0
3621,6670.0,2,3.75,74,3711,0,4,3335.0,1667.5,18.5,15.4625,0.5,0.0,1
3622,224.89,1,3.8,59,5478,2,5,224.89,44.977999999999994,11.8,18.259999999999998,0.2,0.4,1
3623,3065.9,1,4.0,37,1423,1,2,3065.9,1532.95,18.5,11.858333333333333,0.5,0.5,1
3624,168.82,1,4.0,13,567,1,2,168.82,84.41,6.5,4.725,0.5,0.5,1
3625,0.0,0,4.0,22,1853,1,3,0.0,0.0,7.333333333333333,10.294444444444444,0.0,0.3333333333333333,0
3626,1101.24,1,4.5,31,1652,1,2,1101.24,550.62,15.5,13.766666666666667,0.5,0.5,1
3627,4768.74,1,4.0,13,2373,1,2,4768.74,2384.37,6.5,19.775,0.5,0.5,1
3628,0.0,0,4.0,24,2198,2,2,0.0,0.0,12.0,18.316666666666666,0.0,1.0,0
3629,4764.84,1,4.0,38,2067,1,2,4764.84,2382.42,19.0,17.225,0.5,0.5,1
3630,9547.78,2,4.166666666666667,36,4025,2,6,4773.89,1591.2966666666669,6.0,11.180555555555555,0.3333333333333333,0.3333333333333333,1
3631,0.0,0,4.0,25,1814,3,4,0.0,0.0,6.25,7.558333333333334,0.0,0.75,0
3632,1977.56,1,4.25,19,3546,2,4,1977.56,494.39,4.75,14.775,0.25,0.5,1
3633,0.0,0,4.0,58,2071,0,3,0.0,0.0,19.333333333333332,11.505555555555556,0.0,0.0,0
3634,317.66,1,4.5,16,469,1,2,317.66,158.83,8.0,3.908333333333333,0.5,0.5,1
3635,1303.14,1,4.0,65,2956,3,4,1303.14,325.785,16.25,12.316666666666666,0.25,0.75,1
3636,0.0,0,4.0,30,1746,1,2,0.0,0.0,15.0,14.55,0.0,0.5,0
3637,0.0,0,4.0,49,2772,1,3,0.0,0.0,16.333333333333332,15.4,0.0,0.3333333333333333,0
3638,9572.16,3,4.0,38,6983,2,6,3190.72,1595.36,6.333333333333333,19.397222222222222,0.5,0.3333333333333333,1
3639,6934.1900000000005,2,3.3333333333333335,27,3400,1,3,3467.0950000000003,2311.396666666667,9.0,18.88888888888889,0.6666666666666666,0.3333333333333333,1
3640,640.66,1,4.0,42,3189,1,3,640.66,213.5533333333333,14.0,17.716666666666665,0.3333333333333333,0.3333333333333333,1
3641,0.0,0,4.0,22,701,0,2,0.0,0.0,11.0,5.841666666666667,0.0,0.0,0
3642,3481.49,2,3.6,48,6611,2,5,1740.745,696.298,9.6,22.03666666666667,0.4,0.4,1
3643,0.0,0,4.0,40,3271,1,3,0.0,0.0,13.333333333333334,18.17222222222222,0.0,0.3333333333333333,0
3644,0.0,0,4.0,10,1589,0,1,0.0,0.0,10.0,26.483333333333334,0.0,0.0,0
3645,11806.82,2,3.5,42,4601,1,4,5903.41,2951.705,10.5,19.170833333333334,0.5,0.25,1
3646,0.0,0,4.0,41,4270,2,4,0.0,0.0,10.25,17.791666666666668,0.0,0.5,0
3647,1677.22,1,2.5,26,1612,0,2,1677.22,838.61,13.0,13.433333333333334,0.5,0.0,1
3648,0.0,0,4.0,37,3441,3,4,0.0,0.0,9.25,14.3375,0.0,0.75,0
3649,3040.89,1,4.0,20,1534,1,2,3040.89,1520.445,10.0,12.783333333333333,0.5,0.5,1
3650,0.0,0,4.0,36,3111,3,3,0.0,0.0,12.0,17.283333333333335,0.0,1.0,0
3651,317.03,1,3.0,16,2185,1,2,317.03,158.515,8.0,18.208333333333332,0.5,0.5,1
3652,0.0,0,4.0,44,2606,2,3,0.0,0.0,14.666666666666666,14.477777777777778,0.0,0.6666666666666666,0
3653,0.0,0,4.0,28,3809,3,3,0.0,0.0,9.333333333333334,21.16111111111111,0.0,1.0,0
3654,3644.12,1,3.75,54,1821,3,4,3644.12,911.03,13.5,7.5875,0.25,0.75,1
3655,0.0,0,4.0,48,1850,4,4,0.0,0.0,12.0,7.708333333333333,0.0,1.0,0
3656,2618.1800000000003,2,4.0,30,5235,1,5,1309.0900000000001,523.6360000000001,6.0,17.45,0.4,0.2,1
3657,2605.69,1,3.25,46,3393,1,4,2605.69,651.4225,11.5,14.1375,0.25,0.25,1
3658,4867.0,3,3.75,66,1802,0,4,1622.3333333333333,1216.75,16.5,7.508333333333334,0.75,0.0,1
3659,0.0,0,4.0,39,3480,2,3,0.0,0.0,13.0,19.333333333333332,0.0,0.6666666666666666,0
3660,747.12,1,3.6666666666666665,43,1977,1,3,747.12,249.04,14.333333333333334,10.983333333333333,0.3333333333333333,0.3333333333333333,1
3661,947.05,1,4.5,12,1461,0,2,947.05,473.525,6.0,12.175,0.5,0.0,1
3662,6559.04,1,4.333333333333333,34,2258,1,3,6559.04,2186.346666666667,11.333333333333334,12.544444444444444,0.3333333333333333,0.3333333333333333,1
3663,0.0,0,4.0,19,1680,1,1,0.0,0.0,19.0,28.0,0.0,1.0,0
3664,0.0,0,4.0,45,3271,2,4,0.0,0.0,11.25,13.629166666666666,0.0,0.5,0
3665,7405.12,2,2.0,15,1464,0,2,3702.56,3702.56,7.5,12.2,1.0,0.0,1
3666,1620.78,2,4.0,76,4848,1,5,810.39,324.156,15.2,16.16,0.4,0.2,1
3667,1210.41,1,4.0,59,2491,1,4,1210.41,302.6025,14.75,10.379166666666666,0.25,0.25,1
3668,0.0,0,4.0,8,822,1,1,0.0,0.0,8.0,13.7,0.0,1.0,0
3669,962.27,1,4.5,35,2423,1,2,962.27,481.135,17.5,20.191666666666666,0.5,0.5,1
3671,0.0,0,4.0,49,2468,3,4,0.0,0.0,12.25,10.283333333333333,0.0,0.75,0
3672,559.71,1,4.25,51,3821,2,4,559.71,139.9275,12.75,15.920833333333333,0.25,0.5,1
3673,0.0,0,4.0,5,541,0,1,0.0,0.0,5.0,9.016666666666667,0.0,0.0,0
3675,0.0,0,4.0,40,3257,2,3,0.0,0.0,13.333333333333334,18.094444444444445,0.0,0.6666666666666666,0
3676,1690.0,1,4.0,19,2240,1,2,1690.0,845.0,9.5,18.666666666666668,0.5,0.5,1
3677,0.0,0,4.0,34,1333,0,2,0.0,0.0,17.0,11.108333333333333,0.0,0.0,0
3678,0.0,0,4.0,40,2050,0,3,0.0,0.0,13.333333333333334,11.38888888888889,0.0,0.0,0
3679,0.0,0,4.0,46,2145,1,2,0.0,0.0,23.0,17.875,0.0,0.5,0
3680,3406.58,2,3.6666666666666665,88,7314,3,6,1703.29,567.7633333333333,14.666666666666666,20.316666666666666,0.3333333333333333,0.5,1
3681,3297.92,1,3.6666666666666665,24,1553,1,3,3297.92,1099.3066666666666,8.0,8.627777777777776,0.3333333333333333,0.3333333333333333,1
3682,2922.6,1,4.2,51,1230,2,5,2922.6,584.52,10.2,4.1,0.2,0.4,1
3683,0.0,0,4.0,23,2360,1,2,0.0,0.0,11.5,19.666666666666668,0.0,0.5,0
3684,0.0,0,4.0,13,743,0,2,0.0,0.0,6.5,6.191666666666666,0.0,0.0,0
3685,0.0,0,4.0,12,1535,1,2,0.0,0.0,6.0,12.791666666666666,0.0,0.5,0
3686,1174.43,1,4.0,42,1772,1,2,1174.43,587.215,21.0,14.766666666666667,0.5,0.5,1
3687,0.0,0,4.0,20,1979,2,2,0.0,0.0,10.0,16.491666666666667,0.0,1.0,0
3688,504.6,1,4.0,62,4744,3,6,504.6,84.10000000000001,10.333333333333334,13.177777777777777,0.16666666666666666,0.5,1
3690,5307.62,1,4.0,50,3270,1,3,5307.62,1769.2066666666667,16.666666666666668,18.166666666666668,0.3333333333333333,0.3333333333333333,1
3691,1492.97,2,4.0,64,3308,1,3,746.485,497.6566666666667,21.333333333333332,18.37777777777778,0.6666666666666666,0.3333333333333333,1
3692,0.0,0,4.0,38,2847,1,3,0.0,0.0,12.666666666666666,15.816666666666666,0.0,0.3333333333333333,0
3693,3024.68,1,3.6666666666666665,26,1920,1,3,3024.68,1008.2266666666666,8.666666666666666,10.666666666666666,0.3333333333333333,0.3333333333333333,1
3694,0.0,0,4.0,97,4962,2,7,0.0,0.0,13.857142857142858,11.814285714285715,0.0,0.2857142857142857,0
3695,0.0,0,4.0,54,2443,2,5,0.0,0.0,10.8,8.143333333333334,0.0,0.4,0
3696,0.0,0,4.0,54,4914,3,4,0.0,0.0,13.5,20.475,0.0,0.75,0
3697,2325.48,1,3.8333333333333335,80,4310,3,6,2325.48,387.58,13.333333333333334,11.972222222222223,0.16666666666666666,0.5,1
3698,0.0,0,4.0,46,2209,1,2,0.0,0.0,23.0,18.408333333333335,0.0,0.5,0
3699,318.05,1,3.5,65,3731,2,4,318.05,79.5125,16.25,15.545833333333333,0.25,0.5,1
3701,542.49,1,4.0,45,4711,3,4,542.49,135.6225,11.25,19.629166666666666,0.25,0.75,1
3702,0.0,0,4.0,24,940,0,2,0.0,0.0,12.0,7.833333333333333,0.0,0.0,0
3703,0.0,0,4.0,23,1661,0,1,0.0,0.0,23.0,27.683333333333334,0.0,0.0,0
3705,232.75,1,4.333333333333333,34,3230,2,3,232.75,77.58333333333333,11.333333333333334,17.944444444444446,0.3333333333333333,0.6666666666666666,1
3706,1081.96,1,3.0,37,2631,2,3,1081.96,360.65333333333336,12.333333333333334,14.616666666666667,0.3333333333333333,0.6666666666666666,1
3707,0.0,0,4.0,8,1100,3,3,0.0,0.0,2.6666666666666665,6.111111111111112,0.0,1.0,0
3708,0.0,0,4.0,15,2535,1,2,0.0,0.0,7.5,21.125,0.0,0.5,0
3710,0.0,0,4.0,23,2439,0,2,0.0,0.0,11.5,20.325,0.0,0.0,0
3711,202.3,1,4.0,113,8087,5,9,202.3,22.477777777777778,12.555555555555555,14.975925925925926,0.1111111111111111,0.5555555555555556,1
3712,0.0,0,4.0,25,1185,2,2,0.0,0.0,12.5,9.875,0.0,1.0,0
3713,1173.89,1,3.8,50,4481,2,5,1173.89,234.77800000000002,10.0,14.936666666666667,0.2,0.4,1
3714,0.0,0,4.0,54,2816,2,4,0.0,0.0,13.5,11.733333333333333,0.0,0.5,0
3715,5040.16,2,4.0,115,5566,2,7,2520.08,720.0228571428571,16.428571428571427,13.252380952380951,0.2857142857142857,0.2857142857142857,1
3716,1167.95,1,4.333333333333333,21,1359,0,3,1167.95,389.31666666666666,7.0,7.55,0.3333333333333333,0.0,1
3717,701.42,1,4.0,48,4081,1,4,701.42,175.355,12.0,17.004166666666666,0.25,0.25,1
3718,1744.21,2,4.333333333333333,54,2677,1,3,872.105,581.4033333333333,18.0,14.872222222222224,0.6666666666666666,0.3333333333333333,1
3719,0.0,0,4.0,24,983,1,2,0.0,0.0,12.0,8.191666666666666,0.0,0.5,0
3720,3747.54,2,4.666666666666667,47,3518,1,3,1873.77,1249.18,15.666666666666666,19.544444444444444,0.6666666666666666,0.3333333333333333,1
3721,0.0,0,4.0,3,979,0,1,0.0,0.0,3.0,16.316666666666666,0.0,0.0,0
3722,3429.88,1,3.5,55,1482,2,4,3429.88,857.47,13.75,6.175,0.25,0.5,1
3723,0.0,0,4.0,76,4314,2,4,0.0,0.0,19.0,17.975,0.0,0.5,0
3724,0.0,0,4.0,54,3794,3,3,0.0,0.0,18.0,21.07777777777778,0.0,1.0,0
3725,676.94,1,5.0,2,21,0,1,676.94,676.94,2.0,0.35,1.0,0.0,1
3726,6909.44,1,4.25,64,2910,1,4,6909.44,1727.36,16.0,12.125,0.25,0.25,1
3727,2799.69,1,4.0,23,2283,1,2,2799.69,1399.845,11.5,19.025,0.5,0.5,1
3728,254.29,1,4.333333333333333,32,5091,1,3,254.29,84.76333333333334,10.666666666666666,28.283333333333335,0.3333333333333333,0.3333333333333333,1
3729,0.0,0,4.0,9,1986,1,3,0.0,0.0,3.0,11.033333333333333,0.0,0.3333333333333333,0
3730,0.0,0,4.0,22,2082,1,3,0.0,0.0,7.333333333333333,11.566666666666666,0.0,0.3333333333333333,0
3731,0.0,0,4.0,28,1695,0,2,0.0,0.0,14.0,14.125,0.0,0.0,0
3732,1229.92,1,4.0,36,4625,3,4,1229.92,307.48,9.0,19.270833333333332,0.25,0.75,1
3733,807.14,1,4.5,36,3032,1,2,807.14,403.57,18.0,25.266666666666666,0.5,0.5,1
3735,110.17,1,3.25,42,4205,1,4,110.17,27.5425,10.5,17.520833333333332,0.25,0.25,1
3736,0.0,0,4.0,41,3255,2,4,0.0,0.0,10.25,13.5625,0.0,0.5,0
3737,0.0,0,4.0,9,103,0,1,0.0,0.0,9.0,1.7166666666666666,0.0,0.0,0
3738,0.0,0,4.0,18,1299,0,1,0.0,0.0,18.0,21.65,0.0,0.0,0
3739,0.0,0,4.0,2,195,0,1,0.0,0.0,2.0,3.25,0.0,0.0,0
3740,0.0,0,4.0,13,874,0,1,0.0,0.0,13.0,14.566666666666666,0.0,0.0,0
3741,6094.389999999999,3,4.75,61,3762,0,4,2031.4633333333331,1523.5974999999999,15.25,15.675,0.75,0.0,1
3742,1125.14,1,4.0,41,1028,1,2,1125.14,562.57,20.5,8.566666666666666,0.5,0.5,1
3743,0.0,0,4.0,34,2339,3,3,0.0,0.0,11.333333333333334,12.994444444444444,0.0,1.0,0
3744,0.0,0,4.0,46,1825,2,3,0.0,0.0,15.333333333333334,10.13888888888889,0.0,0.6666666666666666,0
3745,896.08,1,4.0,33,2418,1,4,896.08,224.02,8.25,10.075,0.25,0.25,1
3746,9284.9,2,3.3333333333333335,40,3475,0,3,4642.45,3094.9666666666667,13.333333333333334,19.305555555555554,0.6666666666666666,0.0,1
3747,0.0,0,4.0,10,785,1,1,0.0,0.0,10.0,13.083333333333334,0.0,1.0,0
3748,0.0,0,4.0,34,1441,1,2,0.0,0.0,17.0,12.008333333333333,0.0,0.5,0
3749,0.0,0,4.0,40,1469,1,2,0.0,0.0,20.0,12.241666666666667,0.0,0.5,0
3750,650.18,1,4.333333333333333,41,3730,2,3,650.18,216.72666666666666,13.666666666666666,20.72222222222222,0.3333333333333333,0.6666666666666666,1
3751,2637.54,1,4.0,16,1647,0,1,2637.54,2637.54,16.0,27.45,1.0,0.0,1
3752,3028.48,2,2.5,64,3246,2,4,1514.24,757.12,16.0,13.525,0.5,0.5,1
3753,569.7,1,4.0,39,1120,2,4,569.7,142.425,9.75,4.666666666666667,0.25,0.5,1
3754,623.83,1,4.25,38,3423,1,4,623.83,155.9575,9.5,14.2625,0.25,0.25,1
3756,0.0,0,4.0,21,4163,1,3,0.0,0.0,7.0,23.12777777777778,0.0,0.3333333333333333,0
3757,0.0,0,4.0,37,481,0,2,0.0,0.0,18.5,4.008333333333334,0.0,0.0,0
3758,0.0,0,4.0,6,1595,1,2,0.0,0.0,3.0,13.291666666666666,0.0,0.5,0
3759,0.0,0,4.0,24,1982,1,2,0.0,0.0,12.0,16.516666666666666,0.0,0.5,0
3760,0.0,0,4.0,49,7419,3,5,0.0,0.0,9.8,24.73,0.0,0.6,0
3761,2952.99,2,4.0,47,2523,2,5,1476.495,590.598,9.4,8.41,0.4,0.4,1
3762,0.0,0,4.0,69,2445,4,4,0.0,0.0,17.25,10.1875,0.0,1.0,0
3763,915.39,1,4.0,39,2804,1,3,915.39,305.13,13.0,15.577777777777778,0.3333333333333333,0.3333333333333333,1
3764,0.0,0,4.0,27,1030,2,2,0.0,0.0,13.5,8.583333333333334,0.0,1.0,0
3765,2730.73,2,4.666666666666667,32,1295,0,3,1365.365,910.2433333333333,10.666666666666666,7.194444444444445,0.6666666666666666,0.0,1
